dates,AUSTRALIA,CANADA,DENMARK,JAPAN,NewZealand,SWEDEN,SWISS,UK,USA
3/28/2002,-0.010646,-0.009705,0.000116,0.002259,-0.006914,-0.018886,0.00097,-0.008027,-0.030951
3/29/2002,-0.010646,-0.009705,0.000116,0.002259,-0.006914,-0.018886,0.00097,-0.008027,-0.030951
4/01/2002,-0.021665,-0.005611,0.000401,0.013239,-0.013542,-0.025124,0.004056,-0.012991,-0.03109
4/02/2002,-0.019826,-0.002798,0.000379,0.013796,-0.016264,-0.024963,0.005416,-0.008104,-0.025485
4/03/2002,-0.021785,-0.02043,0.000235,0.004788,-0.013744,-0.021624,0.00444,-0.01399,-0.037193
4/04/2002,-0.02043,-0.01762,0.000371,0.001685,-0.016766,-0.021411,0.004303,-0.012508,-0.035103
4/05/2002,-0.023668,-0.02352,0.00034,-0.003617,-0.01556,-0.024883,0.006239,-0.014675,-0.038923
4/08/2002,-0.009696,-0.024067,0.000032,-0.018781,0.002733,-0.024671,0.004354,-0.019243,-0.038863
4/09/2002,-0.008948,-0.021002,0.000048,-0.018423,0.000845,-0.025869,0.00612,-0.017969,-0.037248
4/10/2002,-0.011543,-0.016097,-0.00003,-0.016978,-0.001187,-0.025882,0.008323,-0.020079,-0.038961
4/11/2002,-0.013669,-0.014141,0.000195,-0.006443,-0.008972,-0.026532,0.007299,-0.016802,-0.033815
4/12/2002,-0.017407,-0.018501,0.000216,-0.006618,-0.01174,-0.026907,0.00719,-0.019752,-0.038119
4/15/2002,0.004287,-0.007498,0.000139,-0.003457,0.01347,-0.012571,0.006587,-0.016587,-0.030338
4/16/2002,0.003197,-0.013531,-0.000101,-0.008711,0.019003,-0.00632,0.007698,-0.017491,-0.030459
4/17/2002,-0.006787,-0.017326,-0.000085,-0.001119,0.008948,-0.008386,0.009434,-0.023786,-0.0381
4/18/2002,-0.006956,-0.014403,-0.000299,-0.004416,0.008878,-0.005362,0.007403,-0.023802,-0.034756
4/19/2002,-0.010317,-0.016589,-0.000227,-0.001523,0.003718,-0.006573,0.007546,-0.025509,-0.036668
4/22/2002,-0.008274,-0.018399,-0.00071,0.001163,0.014207,0.008329,0.008662,-0.035015,-0.043126
4/23/2002,-0.001826,-0.011545,-0.000502,-0.000966,0.024594,0.007376,0.006807,-0.03199,-0.036544
4/24/2002,-0.006689,-0.012328,-0.000344,0.001702,0.021312,0.007006,0.003395,-0.027491,-0.035281
4/25/2002,-0.00346,-0.008074,-0.000079,-0.002414,0.020511,0.011175,0.002376,-0.024314,-0.027822
4/26/2002,-0.002396,-0.008843,-0.000083,-0.004236,0.023412,0.009595,0.001843,-0.02399,-0.027811
4/29/2002,0.015396,-0.013128,0.000019,-0.004966,0.033503,0.008426,-0.004488,-0.030968,-0.034875
4/30/2002,0.012357,-0.017368,0.000447,-0.000402,0.027678,0.016595,-0.004743,-0.034128,-0.041113
5/01/2002,0.020106,-0.010613,0.000239,-0.0067,0.036474,0.018129,-0.008321,-0.029317,-0.031829
5/02/2002,0.021352,-0.013059,0.000165,-0.006531,0.040869,0.019005,-0.009272,-0.033972,-0.035549
5/03/2002,0.027902,0.000203,0.000412,-0.00318,0.046449,0.019524,-0.0085,-0.026001,-0.024476
5/06/2002,0.035936,-0.003713,0.000304,-0.004882,0.061454,0.015146,-0.012111,-0.031101,-0.024867
5/07/2002,0.027376,-0.01073,0.000108,-0.00906,0.054926,0.024461,-0.012546,-0.038313,-0.036346
5/08/2002,0.01827,-0.015473,0.000093,-0.010853,0.047507,0.010357,-0.011164,-0.037826,-0.040923
5/09/2002,0.016392,-0.017873,0.000104,-0.012177,0.044528,0.011864,-0.011763,-0.03712,-0.041144
5/10/2002,0.017961,-0.019582,0.000268,-0.01252,0.04666,0.014157,-0.012383,-0.034589,-0.036261
5/13/2002,0.005562,-0.024276,0.000129,-0.025193,0.04212,0.021937,-0.017959,-0.030227,-0.039744
5/14/2002,-0.00358,-0.036495,-0.000077,-0.021065,0.028783,0.010038,-0.015232,-0.030294,-0.04947
5/15/2002,-0.023124,-0.042286,-0.000022,-0.018095,0.008939,0.010358,-0.014804,-0.02948,-0.046079
5/16/2002,-0.019853,-0.04077,0.000183,-0.014057,0.006899,0.010248,-0.014769,-0.027109,-0.04384
5/17/2002,-0.015027,-0.034655,0.000374,-0.018754,0.011564,0.009948,-0.015513,-0.017774,-0.030729
5/20/2002,-0.010604,-0.035767,0.001017,-0.025305,0.01586,0.015958,-0.014663,-0.014893,-0.037959
5/21/2002,-0.018931,-0.046364,0.000944,-0.046115,0.00619,0.01246,-0.012986,-0.019292,-0.05054
5/22/2002,-0.014199,-0.039268,0.001039,-0.025159,0.008763,0.010873,-0.013153,-0.01671,-0.04598
5/23/2002,-0.018728,-0.044697,0.000845,-0.023178,-0.001681,0.009759,-0.01154,-0.018379,-0.051983
5/24/2002,-0.016383,-0.045022,0.000691,-0.02385,0.003195,0.010573,-0.009319,-0.019988,-0.050289
5/27/2002,-0.062485,-0.064898,0.001061,-0.029172,-0.048637,0.001629,-0.008485,-0.027181,-0.075255
5/28/2002,-0.053458,-0.04629,0.001376,-0.021401,-0.030372,0.008084,-0.008468,-0.016728,-0.058628
5/29/2002,-0.062717,-0.049788,0.001255,-0.024232,-0.038399,0.009966,-0.003428,-0.014393,-0.058986
5/30/2002,-0.057466,-0.044351,0.000763,-0.028163,-0.033607,0.004961,-0.005519,-0.011642,-0.053139
5/31/2002,-0.062681,-0.051581,0.000607,-0.023642,-0.039836,0.003243,-0.005998,-0.01419,-0.056873
6/03/2002,-0.065301,-0.048627,0.000698,-0.014835,-0.03761,0.000224,0.001379,-0.000545,-0.045807
6/04/2002,-0.070875,-0.041069,0.000946,-0.008282,-0.052361,0.002894,0.000368,0.004194,-0.038514
6/05/2002,-0.059728,-0.030418,0.000957,-0.003801,-0.035636,0.002854,0.001928,0.007365,-0.038752
6/06/2002,-0.059139,-0.025644,0.0012,0.001254,-0.036241,0.003923,0.003588,0.012702,-0.030934
6/07/2002,-0.056639,-0.024649,0.001347,0.003797,-0.037261,0.011272,0.000089,0.011575,-0.030743
6/10/2002,-0.049421,-0.034154,0.001258,0.005143,-0.039048,-0.006542,-0.002543,0.012527,-0.046025
6/11/2002,-0.065938,-0.040608,0.001247,0.021458,-0.057864,-0.012803,0.003672,0.007785,-0.049778
6/12/2002,-0.065091,-0.039767,0.001286,0.026298,-0.058189,-0.005827,0.004254,0.009051,-0.045308
6/13/2002,-0.065675,-0.039114,0.001347,0.020661,-0.056328,-0.005643,0.003535,0.006936,-0.046017
6/14/2002,-0.045552,-0.028628,0.0014,0.016889,-0.036984,-0.007405,0.002285,0.006812,-0.043269
6/17/2002,-0.076177,-0.061855,0.000523,-0.000926,-0.066323,-0.026882,0.006705,-0.006834,-0.066935
6/18/2002,-0.078771,-0.062334,0.0002,-0.000497,-0.066791,-0.02661,0.00653,-0.006077,-0.062488
6/19/2002,-0.078142,-0.059468,0.00017,0.003529,-0.060322,-0.030383,0.004673,-0.002475,-0.061376
6/20/2002,-0.077142,-0.054284,0.000375,0.008848,-0.056083,-0.031417,0.002452,0.000373,-0.052113
6/21/2002,-0.077846,-0.053783,0.000313,-0.002562,-0.061267,-0.032693,0.002874,0.005241,-0.047245
6/24/2002,-0.079963,-0.057686,-0.000474,0.024651,-0.079448,-0.049401,0.014026,0.029156,-0.016939
6/25/2002,-0.082787,-0.065833,-0.000277,0.00924,-0.080879,-0.040892,0.010327,0.018845,-0.033055
6/26/2002,-0.040803,-0.040752,-0.000553,0.001051,-0.041217,-0.020827,0.010824,0.027852,0.00001
6/27/2002,-0.047746,-0.05212,-0.000754,0.000655,-0.056086,-0.025778,0.013005,0.023668,-0.006463
6/28/2002,-0.040797,-0.042588,-0.000612,0.004886,-0.045468,-0.02697,0.011649,0.026449,-0.002562
7/01/2002,-0.022279,-0.036224,0.000004,0.006289,-0.025927,-0.024494,0.009644,0.028835,0.005564
7/02/2002,-0.040908,-0.034573,0.000151,0.006359,-0.044093,-0.032314,0.009372,0.019722,0.0024
7/03/2002,-0.041691,-0.041343,0.000001,-0.002983,-0.056823,-0.034992,0.005561,0.023771,-0.005823
7/04/2002,-0.036686,-0.042895,-0.00004,-0.002622,-0.048003,-0.033026,0.006937,0.023709,-0.007254
7/05/2002,-0.047132,-0.054376,-0.000055,-0.007587,-0.059161,-0.032984,0.007559,0.019562,-0.013336
7/08/2002,-0.032811,-0.024542,0.000256,-0.001593,-0.057765,-0.01489,0.005107,0.016503,0.015285
7/09/2002,-0.036931,-0.019097,0.000195,0.001302,-0.052737,-0.010127,0.004804,0.014826,0.023607
7/10/2002,-0.041661,-0.019125,0.000246,-0.005,-0.053261,-0.002627,0.006226,0.001441,0.014021
7/11/2002,-0.023481,-0.0142,0.000279,-0.013979,-0.033017,-0.001166,0.003247,0.001316,0.015905
7/12/2002,-0.024365,-0.012061,0.000277,-0.01486,-0.039096,-0.007246,0.003677,0.000376,0.015541
7/15/2002,-0.017374,0.002385,0.00039,0.010576,-0.024505,0.002583,0.003942,0.006302,0.017905
7/16/2002,0.00465,0.013922,0.00051,0.013156,-0.006581,0.011797,0.000581,0.007411,0.02993
7/17/2002,0.015559,0.009509,0.000631,0.010209,-0.003295,0.008376,-0.004166,0.005112,0.022332
7/18/2002,0.014848,0.013215,0.000871,0.015225,-0.00488,0.009111,-0.004241,0.003743,0.022889
7/19/2002,0.015302,0.014621,0.000805,0.01354,-0.008839,0.013662,-0.005289,0.005314,0.029355
7/22/2002,0.012557,0.021736,0.001008,0.00619,-0.011279,0.035116,-0.010467,-0.001422,0.024643
7/23/2002,0.013785,0.03631,0.001367,-0.002487,-0.006298,0.030252,-0.012314,-0.005231,0.018523
7/24/2002,0.033573,0.036646,0.001324,-0.010525,0.027142,0.037003,-0.020316,-0.012508,0.019405
7/25/2002,0.037454,0.0402,0.001164,0.001109,0.033706,0.025905,-0.017389,-0.006856,0.02775
7/26/2002,0.027328,0.033725,0.001346,0.006748,0.023853,0.015763,-0.017478,-0.012698,0.01502
7/29/2002,0.02061,0.006501,0.001073,0.006261,0.004461,0.016111,-0.012964,-0.016993,-0.004965
7/30/2002,0.015265,0.009413,0.001108,0.015795,-0.001027,0.01194,-0.011421,-0.011002,0.001432
7/31/2002,0.013046,0.014632,0.000649,0.006747,-0.00094,0.013365,-0.015151,-0.009764,-0.001674
8/01/2002,0.026034,0.017064,0.000652,0.006696,0.012107,0.018201,-0.017375,-0.003429,0.000296
8/02/2002,0.030452,0.02306,0.000747,0.007949,0.017692,0.025369,-0.015434,-0.009636,0.003136
8/05/2002,0.019209,0.012492,0.000473,-0.001335,0.012345,0.011003,-0.00993,-0.008315,-0.008965
8/06/2002,0.000202,-0.011757,0.000346,-0.008738,0.010922,0.007684,-0.004303,-0.009506,-0.02953
8/07/2002,0.003753,-0.004346,0.000393,-0.002206,0.018606,0.01283,-0.001393,0.002562,-0.016088
8/08/2002,0.007547,-0.006105,0.000427,-0.002761,0.016327,0.011153,0.000624,0.002547,-0.01805
8/09/2002,0.009084,-0.008959,0.000444,-0.00313,0.015554,0.010484,-0.000501,0.010634,-0.014212
8/12/2002,0.021923,0.00464,0.000478,-0.010167,0.024699,0.015667,-0.003619,0.017886,0.004774
8/13/2002,0.026898,-0.008579,0.000494,-0.011305,0.030058,0.005665,-0.004448,0.016488,0
8/14/2002,0.03111,-0.006774,0.000283,-0.031725,0.033728,0.004588,-0.004935,0.019618,0.007117
8/15/2002,0.015144,-0.01536,0.000176,-0.03031,0.018025,0.00232,-0.002837,0.018898,-0.000388
8/16/2002,0.014761,-0.009771,0.000206,-0.026121,0.020799,0.003364,-0.000499,0.021165,0.004079
8/19/2002,0.010004,-0.01368,-0.000254,-0.027852,0.008399,0.013684,-0.00232,0.012898,-0.002643
8/20/2002,0.00174,-0.007186,-0.000314,-0.026924,0.007935,0.015368,0.000805,0.011587,-0.008717
8/21/2002,0.00401,-0.011442,-0.000315,-0.044497,0.013341,0.011694,0.000567,0.012592,-0.004065
8/22/2002,-0.001012,-0.024948,-0.000439,-0.043283,0.00525,0.016817,0.001576,0.008731,-0.012678
8/23/2002,-0.005182,-0.022739,-0.000448,-0.044065,0.001488,0.015987,0.003095,0.010999,-0.01242
8/26/2002,-0.004434,-0.022724,-0.000171,-0.036045,0.001928,0.000222,0.002401,0.01801,-0.00807
8/27/2002,-0.011856,-0.01222,-0.00009,-0.035432,0.001409,-0.000988,-0.001214,0.022163,0.002107
8/28/2002,-0.006696,-0.006789,-0.000117,-0.03527,0.00946,0.005027,0.001022,0.016524,0.00452
8/29/2002,-0.002976,-0.00173,-0.000162,-0.034102,0.016571,0.007993,-0.001084,0.011235,0.007363
8/30/2002,-0.00613,-0.005926,-0.000123,-0.034313,0.013464,0.012809,0.000933,0.009329,0.003949
9/02/2002,-0.013285,-0.018755,-0.000257,-0.044412,0.013423,0.021347,0.005634,0.010331,-0.001464
9/03/2002,0.008504,-0.015266,-0.000232,-0.041833,0.028659,0.025627,0.001969,0.013293,0.007675
9/04/2002,0.015198,-0.006976,-0.000197,-0.033554,0.037804,0.024193,-0.000828,0.014057,0.01027
9/05/2002,0.018946,-0.005168,-0.000234,-0.032772,0.036735,0.020731,-0.003624,0.010857,0.008364
9/06/2002,0.00474,-0.013897,-0.000347,-0.036919,0.02394,0.013229,-0.005246,0.008075,0.001445
9/09/2002,-0.002232,-0.024333,-0.000139,-0.047985,0.021646,0.005289,-0.007895,-0.004986,-0.006436
9/10/2002,-0.010425,-0.025584,-0.00031,-0.046084,0.009256,0.005126,-0.00485,-0.00515,-0.012913
9/11/2002,-0.01006,-0.022846,-0.000377,-0.04609,0.00959,0.005461,-0.002816,-0.005652,-0.015694
9/12/2002,-0.013013,-0.013479,-0.000408,-0.042971,0.006345,0.010741,-0.0011,-0.005349,-0.010944
9/13/2002,-0.008818,-0.009854,-0.000273,-0.035128,0.009788,0.012052,-0.002467,-0.007213,-0.00865
9/16/2002,-0.008766,-0.012938,-0.000187,-0.030795,0.012203,0.005354,-0.001698,-0.004611,-0.011797
9/17/2002,0.003443,-0.000288,-0.000331,-0.025606,0.022961,0.001594,0.000756,0.008026,-0.004793
9/18/2002,0.012096,0.013012,0.000057,-0.028552,0.030879,0.00132,-0.003314,0.005147,0.0046
9/19/2002,0.012834,0.010537,0.000127,-0.026438,0.026688,-0.002752,-0.004572,0.007536,0.010055
9/20/2002,0.020468,0.011682,0.000098,-0.007795,0.035349,-0.004383,-0.005256,0.008247,0.010758
9/23/2002,0.025975,0.01921,-0.000125,0.001891,0.043561,-0.009356,-0.003722,0.001126,0.006443
9/24/2002,0.028728,0.022373,-0.000467,-0.004397,0.042267,-0.005228,-0.005595,0.000889,0.005549
9/25/2002,0.021794,0.010173,-0.000326,-0.010377,0.038571,0.002359,-0.003485,-0.001529,0.000747
9/26/2002,0.01951,0.004167,-0.000447,-0.015471,0.03649,0.004035,-0.001843,-0.002756,-0.002069
9/27/2002,0.018503,0.003361,-0.000475,-0.012363,0.034072,-0.002154,-0.001577,0.000334,-0.002982
9/30/2002,0.021921,0.017091,-0.000567,-0.007154,0.033609,0.011219,-0.008433,-0.004538,0.003238
10/01/2002,0.017924,0.007615,-0.000526,-0.007854,0.028217,0.004106,-0.004614,-0.008678,-0.007165
10/02/2002,0.012423,0.00365,-0.000494,-0.00816,0.021184,-0.001809,-0.003898,-0.012543,-0.013304
10/03/2002,0.012401,0.011228,-0.000319,-0.006673,0.019771,0.000302,-0.003253,-0.011812,-0.010207
10/04/2002,0.008072,0.006187,-0.000358,-0.010552,0.01353,0.00123,-0.002444,-0.015983,-0.015616
10/07/2002,0.006774,0.006913,-0.000168,-0.000655,0.010555,-0.000937,-0.002787,-0.01959,-0.016336
10/08/2002,0.006852,-0.005524,-0.000209,-0.00822,0.009203,0.002763,0.000444,-0.014239,-0.030933
10/09/2002,0.007586,-0.008277,-0.000058,0.002819,0.011622,0.008708,-0.001135,-0.005902,-0.027437
10/10/2002,0.008519,-0.011005,-0.000024,0.000459,0.013406,0.005753,-0.002203,-0.010093,-0.029001
10/11/2002,0.005691,-0.012467,0.000044,0.004614,0.010721,0.001721,-0.001032,-0.00843,-0.02833
10/14/2002,0.003646,-0.018133,0.000489,0.008424,0.013995,0.004383,-0.003449,-0.002599,-0.023048
10/15/2002,0.008864,-0.016363,0.00044,0.010258,0.022751,-0.001643,-0.001802,-0.005081,-0.023249
10/16/2002,0.001423,-0.022209,0.00047,0.00407,0.016162,-0.000373,-0.001215,-0.00759,-0.025652
10/17/2002,-0.012657,-0.039551,0.000606,-0.001722,0.004634,0.001753,-0.000737,-0.016719,-0.035712
10/18/2002,-0.013047,-0.039931,0.000604,0.001808,0.004308,0.002473,-0.000225,-0.014807,-0.036464
10/21/2002,-0.019888,-0.041799,0.000641,-0.01511,-0.001704,0.001552,-0.001615,-0.009954,-0.031853
10/22/2002,-0.006968,-0.031853,0.000732,-0.007815,0.015575,0.015617,-0.00171,-0.002892,-0.025128
10/23/2002,-0.001062,-0.032887,0.000748,-0.013815,0.01711,0.017948,-0.006171,-0.001854,-0.024489
10/24/2002,-0.00901,-0.038405,0.000711,-0.014267,0.010932,0.013966,-0.005618,-0.002964,-0.026748
10/25/2002,-0.003094,-0.030416,0.000734,-0.014269,0.014207,0.013451,-0.006759,-0.004823,-0.023454
10/28/2002,-0.010912,-0.017789,0.000844,0.005974,0.00218,0.005085,-0.008005,-0.012812,-0.007963
10/29/2002,-0.000581,-0.016481,0.001027,-0.009515,0.011083,0.005725,-0.009243,-0.013229,-0.011005
10/30/2002,0.006867,-0.01217,0.00097,-0.011659,0.025919,0.006636,-0.009663,-0.011611,-0.012635
10/31/2002,0.008217,-0.005528,0.000931,-0.007251,0.023272,0.007018,-0.011519,-0.009382,-0.005868
11/01/2002,0.010208,-0.003568,0.001043,-0.002878,0.020554,0.008982,-0.011094,-0.003133,0.000312
11/04/2002,-0.003559,-0.005531,0.000965,-0.025847,0.007335,0.007164,-0.009036,0.006922,-0.00627
11/05/2002,0.000695,-0.003619,0.001109,-0.030235,0.013524,0.009116,-0.01006,0.005729,-0.0016
11/06/2002,-0.009168,-0.016786,0.000501,-0.026779,0.003907,0.005511,-0.008461,-0.000266,-0.011987
11/07/2002,-0.008488,-0.008891,0.000517,-0.023235,0.005901,0.007489,-0.008666,-0.002816,-0.001678
11/08/2002,-0.00376,0.003447,0.000435,-0.030326,0.012102,0.003724,-0.008091,-0.003851,0.003229
11/11/2002,0.003507,0.009543,0.000364,-0.033691,0.019629,-0.000294,-0.00955,-0.005342,0.000406
11/12/2002,0.002223,0.005368,0.000198,-0.036703,0.024557,-0.004354,-0.012628,-0.011575,-0.007223
11/13/2002,-0.002398,-0.002404,0.000158,-0.019888,0.027018,-0.007994,-0.010041,-0.010791,-0.014738
11/14/2002,-0.012444,-0.008151,0.000283,-0.021525,0.013302,-0.004756,-0.008221,-0.011247,-0.018997
11/15/2002,-0.008398,-0.003183,0.000267,-0.018646,0.016779,-0.004764,-0.008659,-0.007917,-0.016736
11/18/2002,-0.014547,0.001877,0.000416,-0.020558,0.014511,-0.000482,-0.001174,-0.005375,-0.019732
11/19/2002,-0.005053,0.008322,0.000438,-0.007608,0.025726,-0.001722,0.001339,-0.004854,-0.014746
11/20/2002,-0.017432,-0.004407,0.000325,-0.00924,0.013345,-0.003041,0.001804,-0.00468,-0.024337
11/21/2002,-0.026407,-0.011275,0.000295,-0.010683,-0.000871,-0.008624,0.002104,-0.009776,-0.027595
11/22/2002,-0.031807,-0.011199,0.000319,-0.012842,-0.004651,-0.009827,0.004836,-0.01295,-0.029008
11/25/2002,-0.029469,-0.023162,0.000172,-0.022026,-0.000546,-0.010692,0.012741,-0.018365,-0.039879
11/26/2002,-0.035407,-0.027973,0.000088,-0.030557,-0.000355,-0.008726,0.011221,-0.017213,-0.041953
11/27/2002,-0.039325,-0.04688,-0.000038,-0.038012,0.002592,-0.012161,0.011378,-0.012996,-0.051799
11/28/2002,-0.044299,-0.043832,-0.000125,-0.03042,0.000134,-0.010133,0.011541,-0.013448,-0.046369
11/29/2002,-0.044558,-0.047644,-0.000086,-0.027252,-0.00613,-0.016293,0.011976,-0.015618,-0.04654
12/02/2002,-0.047539,-0.067619,-0.000159,-0.009462,-0.0034,-0.013365,0.01443,-0.018692,-0.055586
12/03/2002,-0.031719,-0.049582,0.000155,-0.004104,0.011654,-0.007595,0.010758,-0.019112,-0.040633
12/04/2002,-0.031061,-0.046372,-0.000132,-0.002782,0.008016,-0.001284,0.010126,-0.02041,-0.042235
12/05/2002,-0.03222,-0.0438,-0.000194,0.001682,0.006326,-0.001413,0.009935,-0.019264,-0.041604
12/06/2002,-0.02472,-0.033109,-0.00011,-0.002658,0.014951,-0.000678,0.009425,-0.014398,-0.034296
12/09/2002,-0.011725,-0.03233,-0.000288,-0.004434,0.020167,0.000602,0.006575,-0.015357,-0.032247
12/10/2002,-0.008121,-0.036037,-0.000222,-0.006685,0.017418,-0.000343,0.007345,-0.014886,-0.03885
12/11/2002,-0.004287,-0.037942,-0.000388,-0.014489,0.024869,-0.00624,0.006568,-0.022214,-0.0445
12/12/2002,-0.005125,-0.03185,-0.000339,-0.009361,0.019099,-0.003899,0.008849,-0.016254,-0.037595
12/13/2002,0.00074,-0.021818,-0.000535,-0.024333,0.013743,-0.001222,0.007444,-0.017869,-0.03157
12/16/2002,-0.001178,-0.021713,-0.000765,-0.012881,0.011788,-0.006419,0.006392,-0.026383,-0.039155
12/17/2002,0.008239,-0.016623,-0.000886,-0.006848,0.020202,-0.009115,0.003951,-0.021198,-0.028426
12/18/2002,0.010718,-0.022918,-0.001347,-0.012873,0.037185,-0.012638,0.002765,-0.025536,-0.038237
12/19/2002,0.008389,-0.027909,-0.001331,-0.018638,0.028587,-0.009959,0.00026,-0.027781,-0.039915
12/20/2002,0.016523,-0.023344,-0.0013,-0.017395,0.035199,-0.009423,0.000103,-0.027562,-0.038461
12/23/2002,0.000547,-0.031377,-0.00133,-0.029705,0.010992,-0.01179,-0.006263,-0.027632,-0.043053
12/24/2002,0.006793,-0.027023,-0.001561,-0.025136,0.01569,-0.013372,-0.009758,-0.025391,-0.043855
12/25/2002,0.004053,-0.030371,-0.001789,-0.031813,0.015995,-0.009747,-0.012216,-0.025693,-0.049047
12/26/2002,0.006573,-0.025559,-0.001738,-0.028308,0.017448,-0.009155,-0.011284,-0.022989,-0.046525
12/27/2002,0.016873,-0.007429,-0.001606,-0.023663,0.023664,-0.004625,-0.010203,-0.019507,-0.039825
12/30/2002,0.010651,-0.004057,-0.001012,-0.037452,0.011888,-0.004717,-0.010313,-0.011388,-0.040109
12/31/2002,0.018885,0.007667,-0.000702,-0.031018,0.01824,-0.002067,-0.014391,-0.000735,-0.0258
1/01/2003,0.019103,0.008153,-0.001187,-0.035821,0.019658,-0.010245,-0.01371,-0.001042,-0.024031
1/02/2003,0.008082,-0.007625,-0.001508,-0.038129,0.006755,-0.013641,-0.01213,-0.005204,-0.035731
1/03/2003,0.008369,-0.008146,-0.001204,-0.033959,0.009084,-0.016306,-0.010827,-0.004066,-0.031444
1/06/2003,-0.006096,-0.006095,-0.000871,-0.044477,-0.001901,-0.015625,-0.008808,-0.010753,-0.0343
1/07/2003,-0.010833,-0.011158,-0.000527,-0.038147,-0.005731,-0.013104,-0.008775,-0.016941,-0.039321
1/08/2003,-0.008456,-0.013811,-0.000205,-0.04512,-0.000954,-0.008103,-0.006499,-0.019769,-0.042003
1/09/2003,-0.006051,-0.009664,-0.000199,-0.040031,0.002319,-0.004044,-0.006842,-0.015379,-0.033443
1/10/2003,-0.009801,-0.010418,-0.000194,-0.034465,-0.002066,-0.000268,-0.005435,-0.011451,-0.028448
1/13/2003,-0.000953,-0.008729,-0.000483,-0.039047,0.007403,0.0052,-0.006639,-0.009363,-0.01855
1/14/2003,-0.002388,-0.008923,-0.000206,-0.047123,0.005859,0.006762,-0.005874,-0.014144,-0.023726
1/15/2003,-0.006626,-0.007612,0.000168,-0.044634,0.007937,0.008777,-0.006895,-0.013462,-0.020592
1/16/2003,-0.010761,-0.009881,0.00023,-0.045488,-0.00246,0.010505,-0.007039,-0.015615,-0.021737
1/17/2003,-0.010296,-0.004117,0.000461,-0.03795,-0.009835,0.011463,-0.009213,-0.014978,-0.014116
1/20/2003,0.000702,0.006499,0.000288,-0.013876,-0.000716,0.008974,-0.008831,-0.013935,-0.007964
1/21/2003,0.006804,0.004473,0.00053,-0.014229,0.009959,0.008831,-0.007323,-0.021849,-0.014476
1/22/2003,0.013258,0.008679,0.000821,-0.014146,0.021766,0.014147,-0.005671,-0.022177,-0.011227
1/23/2003,0.009773,0.008204,0.001068,-0.014922,0.020171,0.014877,-0.005006,-0.022975,-0.006282
1/24/2003,0.012416,0.011552,0.001282,-0.008237,0.019756,0.011261,-0.002558,-0.022704,-0.001092
1/27/2003,0.032583,0.0218,0.001347,0.016012,0.033308,0.015622,0.002384,-0.027072,0.001907
1/28/2003,0.039475,0.034251,0.001219,0.013524,0.039494,0.014236,0.001045,-0.028895,0.007065
1/29/2003,0.03622,0.031612,0.000869,0.004595,0.023755,0.00481,0.002535,-0.035854,0.006944
1/30/2003,0.032281,0.024089,0.000797,0.003362,0.022231,0.000691,0.003422,-0.046192,-0.003467
1/31/2003,0.032107,0.023627,0.001254,0.008171,0.020785,0.008874,0.002726,-0.045824,-0.005191
2/03/2003,0.034975,0.010083,0.001499,0.004696,0.022684,0.004091,0.004494,-0.045352,-0.023577
2/04/2003,0.032568,0.01786,0.001332,0.009788,0.022244,0.006189,-0.000055,-0.036747,-0.011386
2/05/2003,0.021887,0.015812,0.001409,0.007026,0.0097,0.003555,-0.003096,-0.04346,-0.020377
2/06/2003,0.022432,0.017314,0.00123,0.006744,0.009756,-0.0029,-0.003213,-0.039717,-0.020156
2/07/2003,0.0203,0.017581,0.000903,0.008424,0.008805,-0.004842,-0.002994,-0.036275,-0.021274
2/10/2003,-0.017792,0.012809,0.000697,0.006901,-0.022498,-0.013142,-0.00275,-0.032888,-0.024317
2/11/2003,-0.004176,0.015328,0.00097,0.007983,-0.014501,-0.011988,-0.001883,-0.021805,-0.01707
2/12/2003,0.007498,0.026345,0.000717,0.017923,0.000547,-0.008097,-0.001412,-0.020671,-0.003826
2/13/2003,0.009069,0.029394,0.000556,0.021792,0.003478,-0.009011,-0.000757,-0.015074,0.004921
2/14/2003,0.011952,0.026199,0.000445,0.017825,0.003819,-0.010806,0.000348,-0.012996,0.001625
2/17/2003,0.018806,0.039547,0.000635,0.017586,0.016995,-0.007129,-0.002061,-0.009016,0.012527
2/18/2003,0.010685,0.032505,0.000622,-0.004522,0.013783,-0.004461,-0.001877,-0.009585,0.005401
2/19/2003,0.015633,0.034187,0.000581,-0.006327,0.013316,-0.005763,-0.004892,-0.000519,0.017451
2/20/2003,0.015291,0.03581,0.00047,-0.001596,0.013722,-0.003802,-0.005894,0.007344,0.024732
2/21/2003,0.014452,0.034753,0.000459,-0.000493,0.009753,-0.003878,-0.006849,0.007624,0.02389
2/24/2003,-0.000532,0.023536,0.00038,-0.013257,-0.01831,-0.010788,-0.007289,0.001811,0.007484
2/25/2003,-0.001194,0.021543,0.000207,-0.018759,-0.019269,-0.012304,-0.013113,0.003439,0.001957
2/26/2003,-0.005581,0.022818,0.00046,-0.02391,-0.019242,-0.011642,-0.011389,-0.005087,0.002415
2/27/2003,-0.008648,0.018073,0.000368,-0.023111,-0.019727,-0.008249,-0.010287,-0.006671,-0.001731
2/28/2003,-0.007732,0.01793,0.00053,-0.015812,-0.006704,-0.00313,-0.011903,-0.00143,0.00118
3/03/2003,-0.015222,0.009755,0.000502,-0.006955,-0.01024,-0.001732,-0.018108,-0.001179,0.003959
