dates,AUSTRALIA,CANADA,DENMARK,JAPAN,NewZealand,SWEDEN,SWISS,UK,USA
1/01/1999,0.073207,0.058062,0.005368,0.015143,0.066365,0.073838,0.000528,0.026478,0.039501
1/04/1999,0.07723,0.049065,0.002651,0.039837,0.076986,0.060271,0.006993,0.02859,0.040826
1/05/1999,0.07966,0.061263,0.002305,0.03472,0.07025,0.055887,0.004979,0.034618,0.044377
1/06/1999,0.074933,0.053468,0.002194,0.031965,0.061137,0.047646,0.008822,0.029197,0.039146
1/07/1999,0.066073,0.050931,0.001648,0.014698,0.053406,0.039368,0.009324,0.028999,0.034937
1/08/1999,0.054498,0.041992,0.00205,0.007327,0.044709,0.033171,0.00665,0.024533,0.024755
1/11/1999,0.028452,0.029843,0.001067,-0.03061,0.02833,0.014423,0.007743,0.014341,0.020258
1/12/1999,0.035412,0.036258,0.001264,-0.003341,0.031871,0.015554,0.002318,0.020973,0.023038
1/13/1999,0.061306,0.061335,0.001566,0.028921,0.052925,0.026138,-0.007944,0.025362,0.038631
1/14/1999,0.05858,0.060039,0.001574,0.025673,0.054868,0.028075,-0.00515,0.021665,0.038281
1/15/1999,0.048367,0.050705,0.001725,0.020798,0.044489,0.023103,-0.000025,0.015965,0.028815
1/18/1999,0.03346,0.053102,0.002163,-0.010104,0.033171,0.021343,0.001538,0.024696,0.033562
1/19/1999,0.029725,0.061919,0.00095,-0.021276,0.039213,0.006873,-0.003026,0.020986,0.035342
1/20/1999,0.040591,0.066142,0.000972,-0.020507,0.046493,0.00322,0.002204,0.033287,0.043472
1/21/1999,0.040961,0.0613,0.000503,-0.022056,0.044074,0.005209,0.001143,0.031638,0.04455
1/22/1999,0.05149,0.063407,0.0006,-0.014081,0.052084,0.00456,-0.001551,0.030143,0.044412
1/25/1999,0.055412,0.066497,0.001089,-0.015674,0.047979,0.001127,0.002114,0.020415,0.055506
1/26/1999,0.040346,0.05759,0.000629,-0.006985,0.030265,-0.006254,0.005829,0.014381,0.047622
1/27/1999,0.03442,0.055124,0.000617,0.01703,0.022671,-0.017443,0.009168,0.018019,0.048105
1/28/1999,0.031711,0.051703,0.000828,0.016561,0.020396,-0.017644,0.011451,0.013206,0.040681
1/29/1999,0.023496,0.036185,0.000844,0.011666,0.007449,-0.01672,0.011675,0.010841,0.035287
2/01/1999,0.020121,0.023007,0.000688,-0.01991,0.010279,-0.016593,0.011147,0.022909,0.036149
2/02/1999,0.022468,0.040361,0.00038,-0.046852,0.01358,-0.008271,0.004749,0.025851,0.048733
2/03/1999,0.024222,0.044105,0.001172,-0.042891,0.007247,-0.000694,0.003467,0.029238,0.045947
2/04/1999,0.0154,0.027856,0.001198,-0.048272,0.000049,-0.00489,0.003799,0.024124,0.041014
2/05/1999,0.003076,0.022679,0.000921,-0.04207,0.00042,-0.008605,0.002941,0.023473,0.040696
2/08/1999,0.002787,0.005153,0.00083,-0.028454,-0.01413,-0.000721,-0.002247,0.024953,0.027834
2/09/1999,0.02091,0.02512,0.000827,-0.008438,0.000197,0.006865,0.002731,0.037912,0.043651
2/10/1999,0.01871,0.015184,0.001131,-0.008323,0.001434,0.005957,-0.003069,0.038773,0.035263
2/11/1999,0.010814,0.009461,0.000932,-0.01237,-0.001388,0.004313,-0.00159,0.038758,0.033152
2/12/1999,0.015145,0.011794,0.000572,-0.014075,0.002721,0.002474,-0.00317,0.034686,0.031445
2/15/1999,-0.009096,0.003936,0.001431,-0.006468,-0.018027,-0.011303,-0.001491,0.022987,0.021924
2/16/1999,0.009019,0.006743,0.000828,0.018675,0.004828,-0.006897,-0.000714,0.017225,0.018799
2/17/1999,0.022633,0.016574,0.000939,0.040507,0.015381,-0.002529,-0.001165,0.02551,0.02909
2/18/1999,0.020068,0.009057,0.000858,0.047119,0.011494,0.000664,-0.000921,0.025917,0.028129
2/19/1999,0.00441,-0.000097,0.000978,0.04184,-0.005065,-0.001583,0.000063,0.017016,0.01679
2/22/1999,0.010838,0.004836,0.001114,0.03084,0.006948,-0.009528,0.003437,0.024417,0.011508
2/23/1999,0.006987,0.003623,0.000648,0.03323,0.010865,-0.009832,-0.002629,0.024389,0.011231
2/24/1999,0.025218,0.012454,0.000576,0.032338,0.029082,-0.001699,-0.002695,0.035566,0.021839
2/25/1999,0.043378,0.024383,0.000375,0.026603,0.047153,0.003642,-0.002494,0.041071,0.030597
2/26/1999,0.04456,0.021405,0.000465,0.007838,0.044591,0.007647,-0.003973,0.035682,0.023952
3/01/1999,0.034878,0.019182,0.000471,0.018333,0.030215,0.013258,-0.005673,0.018782,0.014255
3/02/1999,0.038345,0.023249,0.00034,0.014354,0.028149,0.012467,-0.003747,0.006039,0.012208
3/03/1999,0.02879,0.033462,0.000868,0.01557,0.021071,0.012044,-0.006704,0.005456,0.013452
3/04/1999,0.02271,0.023857,0.000968,0.024379,0.017299,0.008416,-0.005797,0.003384,0.005316
3/05/1999,0.016536,0.019242,0.000104,0.017206,0.01341,0.005259,-0.004557,0.004243,0.007305
3/08/1999,0.004825,0.019149,0.000646,0.011879,0.006997,0.000522,-0.003415,0.00248,0.009605
3/09/1999,-0.01296,0.018868,0.0004,0.005969,-0.002093,-0.003467,-0.001381,0.004554,0.006532
3/10/1999,0.008104,0.029664,0.000172,0.003703,0.013679,-0.003799,-0.002089,0.00489,0.017887
3/11/1999,-0.000093,0.018871,-0.000118,-0.005953,0.009424,-0.009185,-0.005589,-0.006022,0.006566
3/12/1999,0.006631,0.030125,0.000452,-0.002893,0.016806,-0.006003,-0.002559,-0.000179,0.016902
3/15/1999,0.024054,0.037584,-0.000531,0.003965,0.030927,-0.002659,-0.003803,0.01187,0.013907
3/16/1999,0.038069,0.04275,0.000414,0.003718,0.042499,0.008946,-0.005627,0.011312,0.018325
3/17/1999,0.061369,0.051658,-0.000223,0.028042,0.066807,0.009242,-0.004722,0.020417,0.029397
3/18/1999,0.05142,0.047892,0.000144,0.020547,0.054521,0.004018,-0.004778,0.018095,0.027464
3/19/1999,0.047613,0.042061,-0.000032,0.009294,0.04988,0.003718,-0.004791,0.013137,0.021896
3/22/1999,0.049701,0.042144,-0.000023,0.009275,0.054252,0.003872,-0.003618,0.016581,0.029299
3/23/1999,0.046977,0.047117,0.000296,0.011847,0.047601,0.001657,-0.006199,0.017558,0.029595
3/24/1999,0.046954,0.04554,-0.000195,0.007961,0.044951,0.009638,-0.008041,0.011552,0.027217
3/25/1999,0.04851,0.045491,0.000443,0.007945,0.043362,0.010189,-0.005307,0.013966,0.022801
3/26/1999,0.039405,0.03491,0.000451,0.011745,0.035115,0.004903,-0.006676,0.008394,0.009983
3/29/1999,0.03986,0.033359,0.000196,0.010198,0.037247,0.002011,-0.010514,0.007581,0.009482
3/30/1999,0.066554,0.047917,0.000148,0.024129,0.061507,0.005783,-0.008603,0.016642,0.017753
3/31/1999,0.070149,0.059938,0.001293,0.009658,0.069659,-0.002239,-0.009369,0.019621,0.021922
4/01/1999,0.062187,0.055828,0.001309,0.020668,0.064377,-0.001259,-0.01041,0.026817,0.023318
4/02/1999,0.064997,0.049053,0.001124,0.027281,0.067877,-0.001473,-0.010065,0.025275,0.021099
4/05/1999,0.050152,0.033047,0.000383,0.009004,0.05076,-0.013654,-0.005667,0.022106,0.005696
4/06/1999,0.066193,0.034738,0.000277,-0.001839,0.063044,-0.011437,-0.007314,0.030096,0.000158
4/07/1999,0.067095,0.030286,0.000219,0.001782,0.054418,-0.002577,-0.009071,0.026512,0.002453
4/08/1999,0.075544,0.032226,0.000347,0.003828,0.059222,-0.000282,-0.009837,0.020476,0.005943
4/09/1999,0.062267,0.030927,0.000425,0.000035,0.046628,-0.00408,-0.006345,0.018457,0.000769
4/12/1999,0.067473,0.042315,0.000389,0.007667,0.050452,0.001371,-0.001941,0.020864,0.017938
4/13/1999,0.06332,0.036247,0.000281,0.00071,0.049425,-0.001448,-0.000468,0.019059,0.017183
4/14/1999,0.054263,0.033283,0.00059,-0.019531,0.040822,-0.004408,-0.000456,0.014618,0.01227
4/15/1999,0.04898,0.024607,0.000378,-0.023994,0.034844,-0.009231,0.000374,0.010114,0.004476
4/16/1999,0.032125,0.019297,0.000633,-0.034548,0.02434,-0.007999,-0.001548,0.006899,0.002399
4/19/1999,0.014828,0.007841,0.000083,-0.059729,0.003097,-0.012074,-0.00145,0.0022,-0.00233
4/20/1999,0.025404,0.019616,-0.00013,-0.047584,0.003606,-0.006106,-0.002592,0.001787,0.004976
4/21/1999,0.029346,0.027286,0.000208,-0.030909,0.005988,-0.005704,-0.004402,0.003967,0.006835
4/22/1999,0.022679,0.020669,-0.000095,-0.033612,0.003463,-0.005722,-0.004234,0.000015,0.005743
4/23/1999,0.022814,0.021845,-0.000095,-0.030732,0.005375,-0.006862,-0.00322,0.001001,0.010282
4/26/1999,0.014596,0.018682,0.000479,-0.014445,-0.01335,-0.007397,0.004991,0.004213,0.013715
4/27/1999,0.019627,0.022046,0.000399,0.00191,-0.006317,-0.010106,0.006464,0.008044,0.019842
4/28/1999,0.019089,0.021672,0.000739,0.000438,-0.007638,-0.004734,0.008158,0.010881,0.018485
4/29/1999,0.00642,0.011692,0.000663,-0.003582,-0.022457,-0.006866,0.008326,0.009471,0.014714
4/30/1999,0.000094,0.002939,-0.000147,-0.002539,-0.029329,-0.007018,0.009658,0.009198,0.013639
5/03/1999,-0.007093,0.005604,0.000544,0.012091,-0.041366,0.000819,0.010155,0.022067,0.022036
5/04/1999,0.004138,0.009043,0.000689,0.01745,-0.036534,0.002472,0.008827,0.016872,0.026413
5/05/1999,0.026887,0.02809,0.000296,0.027277,-0.006962,0.00957,0.009882,0.025061,0.037577
5/06/1999,0.022711,0.035485,0.000529,0.034396,-0.009201,0.009064,0.010232,0.027946,0.046908
5/07/1999,0.024913,0.040171,0.000474,0.034605,-0.000559,0.005556,0.011809,0.031184,0.047787
5/10/1999,0.024192,0.028135,0.000408,0.046816,-0.010095,0.001412,0.009177,0.018484,0.037141
5/11/1999,0.01028,0.018451,0.000776,0.037414,-0.026099,0.005532,0.005094,0.013847,0.024316
5/12/1999,0.01579,0.017134,0.000811,0.03841,-0.01607,0.009305,0.00317,0.013543,0.019059
5/13/1999,0.011073,0.014391,0.000728,0.040453,-0.019121,0.009768,0.001889,0.009084,0.014748
5/14/1999,0.019739,0.022348,0.000716,0.050455,-0.009372,0.010952,0.002433,0.014707,0.021552
5/17/1999,0.022815,0.036437,0.000943,0.055829,-0.0106,0.021629,0.002435,0.0179,0.036467
5/18/1999,0.014087,0.034277,0.000155,0.060205,-0.014606,0.02772,0.002741,0.017647,0.035216
5/19/1999,0.014335,0.029253,0.00072,0.054845,-0.009611,0.029865,0.0001,0.012089,0.027764
5/20/1999,0.012595,0.025467,0.000959,0.048351,-0.0077,0.027227,0.0014,0.014012,0.024735
5/21/1999,0.007312,0.014286,0.000752,0.040139,-0.009332,0.025901,0.002149,0.013225,0.018166
5/24/1999,0.021951,0.014172,0.001138,0.037902,0.000857,0.03198,0.002471,0.016176,0.02719
5/25/1999,0.026985,0.017774,0.000397,0.026813,0.014102,0.028842,-0.003241,0.014761,0.027193
5/26/1999,0.024276,0.008694,0.000577,0.002231,0.006804,0.021357,-0.004892,-0.001656,0.003281
5/27/1999,0.02107,0.008442,0.000607,0.000846,0.002297,0.024074,-0.00471,-0.003634,0.001232
5/28/1999,0.014136,0.005489,0.000117,-0.00827,-0.001734,0.021145,-0.004603,-0.007236,0.00107
5/31/1999,0.033154,0.010635,0.00031,0.015333,0.004573,0.02447,-0.008903,-0.003461,0.013101
6/01/1999,0.058039,0.03285,-0.000035,0.017098,0.030698,0.028006,-0.0097,0.00404,0.023199
6/02/1999,0.053633,0.025524,-0.000421,0.008446,0.028728,0.027245,-0.010038,-0.004732,0.015554
6/03/1999,0.048372,0.02299,-0.000305,0.013717,0.03047,0.026317,-0.010359,-0.002239,0.014908
6/04/1999,0.03298,0.012544,-0.000273,0.011384,0.009237,0.023799,-0.013214,-0.008132,0.010212
6/07/1999,0.015909,0.009005,-0.000308,-0.003946,-0.004872,0.022953,-0.011435,-0.018579,0.009075
6/08/1999,0.033951,0.026399,-0.000893,-0.000308,0.013008,0.022126,-0.009912,-0.002789,0.026005
6/09/1999,0.033605,0.025697,-0.000674,-0.006798,0.012145,0.023911,-0.01127,-0.004429,0.025358
6/10/1999,0.035474,0.023088,-0.00062,-0.0018,0.015848,0.020946,-0.007069,-0.001174,0.030949
6/11/1999,0.032214,0.022991,-0.000553,-0.008184,0.004429,0.018597,-0.00764,-0.004383,0.031348
6/14/1999,0.01896,0.00831,-0.000711,0.017763,-0.008266,0.010051,-0.008676,-0.005834,0.023949
6/15/1999,0.026262,0.004406,-0.000531,0.01592,0.002032,0.010196,-0.008274,0.002523,0.018594
6/16/1999,0.016239,-0.004631,-0.000619,0.001658,-0.007338,0.008538,-0.008249,-0.003669,0.011521
6/17/1999,0.01512,-0.003982,-0.000324,-0.003193,-0.009417,0.004481,-0.008167,-0.004792,0.011647
6/18/1999,0.026701,0.005838,-0.000476,0.012372,0.002934,0.001737,-0.006324,0.001057,0.018261
6/21/1999,-0.023849,-0.035798,-0.001007,0.012023,-0.026839,-0.008472,-0.007426,-0.023828,-0.015557
6/22/1999,-0.023631,-0.038148,-0.000986,0.016605,-0.019218,-0.008507,-0.008298,-0.018993,-0.015706
6/23/1999,-0.022139,-0.034096,-0.001187,0.029629,-0.015042,-0.008764,-0.006963,-0.013691,-0.012846
6/24/1999,-0.020705,-0.032135,-0.000851,0.035381,-0.018927,-0.00284,-0.00596,-0.012867,-0.009503
6/25/1999,-0.016983,-0.025689,-0.001172,0.040462,-0.004399,0.001092,-0.005622,-0.006072,0.002042
6/28/1999,-0.041567,-0.049575,-0.001787,0.017339,-0.038578,-0.002819,-0.001695,-0.016721,-0.020839
6/29/1999,-0.045162,-0.05645,-0.001429,0.011126,-0.039334,-0.004557,0.001608,-0.013286,-0.033528
6/30/1999,-0.048734,-0.04909,-0.004164,0.013957,-0.034684,-0.000551,0.002063,-0.007749,-0.03491
7/01/1999,-0.062116,-0.063025,-0.001682,0.005833,-0.046304,-0.004181,0.003586,-0.014913,-0.041394
7/02/1999,-0.069394,-0.067857,-0.00157,0.006011,-0.049818,-0.007021,0.003735,-0.017066,-0.044047
7/05/1999,-0.062026,-0.067452,-0.000665,0.014992,-0.037634,-0.005977,0.001573,-0.0188,-0.048388
7/06/1999,-0.066961,-0.067755,-0.001,0.014867,-0.047643,-0.010045,0.001356,-0.018635,-0.05009
7/07/1999,-0.065314,-0.071828,-0.000382,0.00962,-0.04194,-0.009202,0.000725,-0.014971,-0.050932
7/08/1999,-0.071847,-0.076593,-0.000138,0.009847,-0.044808,-0.007213,0.001723,-0.01828,-0.055304
7/09/1999,-0.073203,-0.074061,-0.000258,0.007627,-0.049908,-0.00683,0.002952,-0.01415,-0.054324
7/12/1999,-0.069384,-0.055043,-0.000251,0.006234,-0.042152,-0.008,0.00131,-0.013855,-0.047823
7/13/1999,-0.058708,-0.043224,0.000688,0.00065,-0.031408,-0.004974,0.00025,-0.009173,-0.042542
7/14/1999,-0.045889,-0.029776,0.000612,0.003203,-0.018484,-0.000206,0.000212,-0.005834,-0.032574
7/15/1999,-0.045947,-0.026528,0.000467,0.004835,-0.02129,-0.001473,0.000212,-0.006109,-0.028789
7/16/1999,-0.043927,-0.028075,0.000573,0.006378,-0.019436,-0.005043,0.000954,-0.006889,-0.031539
7/19/1999,-0.047068,-0.028267,0.000344,0.042337,-0.011016,-0.002338,0.002702,-0.004303,-0.028696
7/20/1999,-0.037775,-0.016406,0.000813,0.045202,-0.003316,-0.004159,0.002856,0.010662,-0.018434
7/21/1999,-0.026015,-0.007967,0.001243,0.04479,0.003262,-0.000203,0.003686,0.015192,-0.011761
7/22/1999,-0.028439,-0.007903,0.000906,0.035968,-0.00178,0.001247,0.004546,0.008604,-0.012636
7/23/1999,-0.034965,-0.008093,0.001121,0.024683,-0.012058,0.000107,0.003437,0.010484,-0.014959
7/26/1999,-0.002289,0.031064,0.001668,0.063181,-0.004073,0.01443,0.000219,0.019382,0.021384
7/27/1999,0.001294,0.028038,0.001965,0.058436,0.003873,0.011487,-0.003296,0.020077,0.021283
7/28/1999,-0.001732,0.028175,0.00242,0.052322,-0.00337,0.009139,-0.002244,0.016972,0.017333
7/29/1999,0.001644,0.036927,0.001621,0.052887,-0.001853,0.009405,-0.004387,0.011297,0.026755
7/30/1999,-0.006623,0.02978,0.002507,0.048289,-0.007172,0.007872,-0.003603,0.005604,0.0256
8/02/1999,-0.006469,0.022017,0.001527,0.050665,-0.016369,0.006951,-0.003228,0.002722,0.008815
8/03/1999,-0.017286,-0.002383,0.001078,0.046787,-0.027477,0.00209,-0.000413,-0.004946,-0.002
8/04/1999,-0.002455,0.016762,0.00061,0.049065,-0.017562,0.007964,-0.000375,0.005734,0.017223
8/05/1999,0.004825,0.023111,0.001051,0.049174,-0.005829,0.010975,-0.001277,0.011869,0.020675
8/06/1999,0.005188,0.025347,0.000785,0.052952,-0.004156,0.010532,-0.000482,0.011271,0.018946
8/09/1999,0.004903,0.021263,0.000933,0.046416,0.009001,0.021159,-0.000894,0.021545,0.011798
8/10/1999,0.020163,0.03107,0.00128,0.068193,0.027201,0.025008,-0.001332,0.028649,0.018181
8/11/1999,0.024039,0.031519,0.00139,0.075186,0.026665,0.023955,-0.002996,0.028048,0.020042
8/12/1999,0.022203,0.024427,0.000541,0.077194,0.023551,0.023319,-0.003003,0.027189,0.018722
8/13/1999,0.00992,0.012678,0.000749,0.071827,0.014173,0.021426,-0.002122,0.022562,0.011441
8/16/1999,0.016464,0.023418,0.001284,0.109356,0.009459,0.017743,-0.002734,0.024424,0.018961
8/17/1999,0.011357,0.012675,0.000906,0.094609,0.011096,0.012988,-0.002461,0.027058,0.012439
8/18/1999,0.015689,0.020039,0.00094,0.05855,0.001907,0.016127,-0.003504,0.026175,0.01511
8/19/1999,0.040633,0.032411,0.000779,0.060959,0.015595,0.018868,-0.004957,0.026358,0.023567
8/20/1999,0.042488,0.039446,0.001046,0.062155,0.012264,0.018947,-0.005239,0.028892,0.025508
8/23/1999,0.032984,0.025417,0.000375,0.078111,-0.002468,0.012788,-0.004978,0.026471,0.009768
8/24/1999,0.02906,0.025859,0.000702,0.076603,0.000601,0.014774,-0.002543,0.0367,0.011163
8/25/1999,0.032651,0.014386,0.000472,0.06102,0.00626,0.008637,-0.0012,0.033852,0.00126
8/26/1999,0.032234,0.016363,0.000385,0.064838,0.004188,0.009018,-0.001169,0.032623,-0.001463
8/27/1999,0.032289,0.012904,0.00049,0.067873,0.009344,0.009603,-0.001269,0.034261,0.001089
8/30/1999,0.02106,0.004741,0.00026,0.024218,-0.005257,0.002632,-0.000212,0.021506,-0.012942
8/31/1999,0.017681,0.009096,0.000421,0.018945,-0.007574,-0.000475,-0.0001,0.017748,-0.005791
9/01/1999,0.016661,0.004118,0.000523,0.028023,-0.000843,-0.004269,0.001822,0.023809,-0.007487
9/02/1999,0.019922,0.019345,0.000811,0.036275,0.001544,-0.002105,-0.000815,0.030331,0.003303
9/03/1999,0.009021,0.006957,0.001199,0.036405,-0.006886,-0.00411,0.000219,0.024323,-0.006668
9/06/1999,0.014593,0.003247,0.001251,0.006261,-0.003585,-0.006009,0.003318,0.022248,-0.009789
9/07/1999,0.009414,0.003289,0.000729,0.014295,-0.027664,-0.009493,0.002151,0.017644,-0.01033
9/08/1999,0.010958,0.009194,0.000848,0.02795,-0.023607,-0.006832,0.00213,0.020147,-0.000198
9/09/1999,0.001062,0.000619,0.000457,0.002054,-0.037394,-0.008663,0.002368,0.010217,-0.003865
9/10/1999,-0.00504,-0.012075,0.000087,-0.005453,-0.044449,-0.010915,0.00483,0.005818,-0.012488
9/13/1999,-0.039074,-0.039523,0.000529,-0.049184,-0.076684,-0.019957,0.007463,-0.006394,-0.033062
9/14/1999,-0.037244,-0.03554,0.000354,-0.050236,-0.070683,-0.015032,0.006773,-0.000031,-0.030702
9/15/1999,-0.045544,-0.052823,-0.000135,-0.060335,-0.069251,-0.022056,0.008677,-0.008892,-0.043528
9/16/1999,-0.041936,-0.050065,0.000172,-0.055322,-0.070293,-0.020002,0.008009,-0.015305,-0.042953
9/17/1999,-0.044367,-0.05251,0.000028,-0.03522,-0.074143,-0.021975,0.008633,-0.01476,-0.042809
9/20/1999,-0.027461,-0.041859,0.000028,-0.028057,-0.049462,-0.024507,0.007481,-0.004744,-0.032249
9/21/1999,-0.030738,-0.039911,-0.000075,-0.048381,-0.051747,-0.022614,0.005623,-0.002033,-0.028842
9/22/1999,-0.016328,-0.020845,0.000274,-0.038943,-0.035031,-0.007103,0.001813,-0.000311,-0.015429
9/23/1999,-0.020235,-0.026094,-0.000393,-0.044069,-0.037745,-0.012401,0.001469,-0.007903,-0.022329
9/24/1999,-0.022287,-0.020864,-0.000148,-0.040646,-0.02479,-0.007657,0.000701,-0.006117,-0.01894
9/27/1999,-0.022418,-0.007953,0.000032,0.00936,-0.024821,-0.000928,0.0012,-0.004343,-0.005772
9/28/1999,-0.014615,-0.005473,-0.000055,0.010178,-0.004946,-0.002905,-0.002404,-0.005394,0.000799
9/29/1999,-0.014049,0.00619,0.000343,0.028363,-0.009052,0.004343,-0.001812,0.009756,0.011615
9/30/1999,-0.008769,0.013964,0.000338,0.030985,-0.005031,0.008715,-0.003327,0.011794,0.01551
10/01/1999,-0.008695,0.018756,0.000032,0.022323,-0.003986,0.009254,-0.004675,0.011038,0.019969
10/04/1999,-0.000061,0.025526,0.000426,0.031022,0.006143,0.005269,-0.010957,0.017064,0.023051
10/05/1999,-0.015477,0.026196,-0.000046,0.043817,0.007978,-0.003874,-0.013685,0.016187,0.024709
10/06/1999,-0.00433,0.036942,-0.000631,0.036712,0.012208,0.005802,-0.015228,0.010148,0.030094
10/07/1999,-0.002823,0.03971,-0.000196,0.040206,0.019157,0.006442,-0.014146,0.014892,0.032719
10/08/1999,-0.005845,0.031562,-0.000144,0.027968,0.016848,0.003154,-0.013305,0.004652,0.022864
10/11/1999,-0.000576,0.022252,0.000254,0.036554,0.012706,0.001568,-0.00893,0.005562,0.021914
10/12/1999,0.014692,0.039333,-0.000042,0.041287,0.027067,0.003819,-0.01035,0.013306,0.032923
10/13/1999,0.027657,0.055959,-0.000063,0.061306,0.049356,0.010542,-0.010541,0.02025,0.044327
10/14/1999,0.034892,0.058313,0.000027,0.058741,0.054901,0.012292,-0.010956,0.019499,0.046105
10/15/1999,0.04816,0.071989,-0.000136,0.055403,0.063264,0.019612,-0.012544,0.021261,0.055555
10/18/1999,0.039663,0.062732,-0.000372,0.035988,0.056346,0.026603,-0.010167,0.018158,0.045215
10/19/1999,0.037188,0.065455,-0.000454,0.042236,0.053086,0.021672,-0.008921,0.015612,0.04776
10/20/1999,0.033576,0.064804,-0.000475,0.041328,0.038638,0.022941,-0.008627,0.017613,0.048128
10/21/1999,0.036408,0.06634,-0.000258,0.045453,0.04018,0.022928,-0.008017,0.015403,0.051262
10/22/1999,0.020186,0.049577,-0.000262,0.032842,0.028163,0.011534,-0.004501,0.012025,0.040311
10/25/1999,0.019228,0.053087,-0.000246,0.049878,0.04023,0.010704,-0.002178,0.017934,0.048318
10/26/1999,0.015458,0.041716,-0.000467,0.04114,0.03886,0.011176,-0.001588,0.016184,0.040182
10/27/1999,0.026816,0.045168,-0.000562,0.057821,0.047818,0.006156,-0.003721,0.01648,0.042146
10/28/1999,0.022592,0.043647,-0.000296,0.062445,0.042016,0.009886,-0.000549,0.019613,0.040638
10/29/1999,0.034819,0.04224,-0.000593,0.057935,0.049343,0.009301,-0.001818,0.018492,0.040277
11/01/1999,0.037408,0.0368,-0.000456,0.058957,0.044859,0.006707,0.000306,0.01449,0.042254
11/02/1999,0.033739,0.039109,-0.000518,0.05642,0.044208,0.005484,0.003413,0.017344,0.046714
11/03/1999,0.03089,0.038364,-0.000713,0.06816,0.032533,0.0092,0.006229,0.021266,0.04762
11/04/1999,0.037804,0.03321,-0.000477,0.060082,0.023658,0.015001,0.008779,0.020906,0.044071
11/05/1999,0.033402,0.02596,-0.000024,0.07374,0.023742,0.00959,0.009928,0.02698,0.040913
11/08/1999,0.012503,0.005012,-0.000262,0.035367,0.008719,0.011084,0.004032,0.019249,0.013974
11/09/1999,0.028721,0.020763,-0.000493,0.041113,0.018862,0.010755,0.00415,0.025144,0.024036
11/10/1999,0.023815,0.02235,-0.000574,0.046676,-0.005419,0.007116,0.003802,0.026296,0.028353
11/11/1999,0.015136,0.015862,-0.000226,0.046192,-0.012597,0.00662,0.004481,0.025424,0.025547
11/12/1999,0.006057,0.00517,-0.000118,0.040086,-0.023618,0.004767,0.003017,0.02226,0.017187
11/15/1999,0.013057,0.014214,-0.000052,0.038501,-0.025713,0.005272,0.001761,0.020993,0.028641
11/16/1999,0.016613,0.008081,-0.000382,0.03859,-0.00707,0.004431,-0.000169,0.011027,0.014539
11/17/1999,0.033026,0.022669,0.000079,0.047741,0.015884,0.005805,-0.000987,0.021196,0.031284
11/18/1999,0.027665,0.013467,0.000253,0.042309,0.012026,0.003243,-0.000431,0.018821,0.023864
11/19/1999,0.027913,0.010646,0.000094,0.043881,0.016077,0.001594,-0.000531,0.016143,0.021472
11/22/1999,0.036751,0.015149,-0.00043,0.052875,0.034954,0.005707,-0.0009,0.017227,0.026404
11/23/1999,0.02862,0.00847,0.000043,0.033519,0.022153,0.003452,-0.002362,0.008967,0.015672
11/24/1999,0.024569,0.001008,0.000074,0.028203,0.013856,0.002694,-0.003125,0.007815,0.006283
11/25/1999,0.021279,0.000841,0.000183,0.026025,0.007858,-0.000077,-0.002737,0.00625,0.006048
11/26/1999,0.015129,-0.007647,0.000129,-0.003682,0.005878,0.001421,-0.00188,0.004604,-0.001646
11/29/1999,0.024315,0.020635,-0.000433,-0.002157,0.02148,0.001907,-0.002427,0.013747,0.004439
11/30/1999,0.034936,0.020615,-0.000129,-0.000006,0.028794,-0.000165,-0.002977,0.01832,0.007108
12/01/1999,0.036189,0.022304,-0.00068,0.001249,0.02884,0.006527,-0.00329,0.016171,0.007919
12/02/1999,0.03624,0.020999,-0.000067,0.001276,0.027358,0.006506,-0.003909,0.010746,0.003565
12/03/1999,0.032727,0.02015,-0.000118,-0.002862,0.033152,0.002828,-0.006641,0.007209,0.001465
12/06/1999,0.029637,0.005946,-0.000644,-0.020185,0.015434,-0.000543,-0.005475,0.004462,-0.00815
12/07/1999,0.019142,0.001252,0.000313,-0.04145,0.007029,-0.003207,-0.004613,0.004654,-0.009271
12/08/1999,0.023889,0.012293,0.000015,-0.029062,0.012371,-0.010656,-0.005008,0.005192,-0.001654
12/09/1999,0.013692,0.00273,0.000267,-0.038779,0.009381,-0.012886,-0.006372,-0.000525,-0.008384
12/10/1999,0.018425,0.003402,-0.000098,-0.045293,0.032448,-0.007641,-0.006772,-0.001211,-0.009776
12/13/1999,0.024297,0.002831,-0.000582,-0.043884,0.040807,-0.008577,-0.006388,0.000224,-0.012666
12/14/1999,0.027391,0.001141,-0.000173,-0.048776,0.037002,-0.006805,-0.008527,0.001492,-0.018601
12/15/1999,0.039498,0.015707,-0.000538,-0.035806,0.048736,0.000485,-0.010633,0.009933,-0.006203
12/16/1999,0.043676,0.024902,-0.000062,-0.026171,0.033854,0.004279,-0.009051,0.021287,0.008067
12/17/1999,0.03585,0.017261,-0.000392,-0.030965,0.02657,0.00097,-0.009257,0.015085,-0.000395
12/20/1999,0.034175,0.020344,-0.000731,-0.032466,0.019313,0.002793,-0.009319,0.022341,0.001277
12/21/1999,0.037594,0.02391,-0.000731,-0.035439,0.000204,0.003339,-0.008964,0.024497,0.002038
12/22/1999,0.031098,0.025746,-0.000552,-0.032848,-0.003844,-0.000341,-0.007982,0.029665,0.003668
