firmID,RET
600769,-1.407064
600770,0.118124
600771,0.134426
600773,-1.531472
600774,-1.395604
600775,-1.807979
600776,-1.576874
600777,-1.110813
600778,-1.623359
600779,-0.024155
600780,0.26045
600781,-0.871981
600782,0.260774
600783,-0.656325
600784,-0.80979
600785,0.157457
600787,0.166063
600789,-1.079444
600790,-0.550012
600791,-0.133214
600792,-0.558113
600793,-1.070613
600794,-1.132857
600795,0.815084
600796,-1.028445
600797,0.67557
600798,-0.060166
600800,-0.95675
600801,0.807724
600802,0.3709
600803,-1.691164
600804,0.074786
600805,-1.081215
600806,0.761827
600807,-2.101231
600808,0.519534
600809,-0.029725
600810,-0.344114
600811,2.351644
600812,0.102504
600814,-0.820606
600815,0.40826
600816,-0.150497
600817,-1.24723
600818,-1.371554
600819,-0.126235
600820,-0.03605
600821,-0.411256
600822,-0.397662
600823,-0.245025
600824,0.78613
600825,0.364532
600826,-0.234317
600827,0.320684
600828,-0.796456
600829,1.53711
600830,0.980358
600831,1.302827
600832,-0.365152
600833,-1.055106
600834,-0.366822
600835,1.018727
600836,-0.129284
600837,1.913226
600838,-0.715171
600839,-1.146571
600841,-0.516641
600842,-2.334069
600843,-1.509809
600844,-0.455445
600845,0.232571
600846,-1.524343
600847,-2.776041
600848,-0.657456
600850,-1.346647
600851,1.724392
600853,-1.710199
600854,-2.152543
600855,-1.333926
600856,-1.379157
600857,-1.160419
600858,0.88195
600859,0.845123
600860,-0.239902
600861,-0.303071
600863,-0.230977
600864,0.721681
600865,-0.762827
600866,-1.192315
600867,0.179685
600868,-0.236694
600869,-1.816758
600870,-1.866299
600871,-0.420355
600872,-1.523722
600873,-1.188266
600874,-0.637085
600875,1.19322
600876,-1.223629
600877,-0.288241
600879,0.628361
600880,0.610848
600881,1.308718
600882,-0.612681
600883,-0.876367
600884,0.008929
600885,-0.651776
600886,0.472882
600887,-0.081533
600888,-0.644825
600889,-0.350603
600890,-0.463331
600891,-0.581246
600892,-2.073145
600893,-1.604312
600894,-0.538059
600895,0.965055
600896,0.54769
600897,-0.301429
600898,0.274146
600900,1.007567
600960,-1.04533
600961,4.772284
600962,2.147905
600963,3.067819
600965,1.154581
600966,2.008869
600967,-1.042959
600969,-1.848657
600970,3.495342
600971,2.514473
600973,3.127711
600975,0.663696
600976,-0.179717
600978,4.865044
600979,1.512266
600980,-1.884185
600981,3.81908
600982,-0.382629
600983,0.411553
600984,0.867331
600985,0.437933
600986,2.948098
600987,-0.04908
600988,-2.591446
600990,-1.330674
600991,0.738678
600992,-0.955357
600993,2.274839
600995,4.111245
600997,3.266443
601001,5.384073
601006,8.701981
601988,1.830829
