ARG,AUS,AUT,BEL,BRA,CAN,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,GRE,HKG,HUN,IDN,IND,IRL,ISR,ITA,JPN,KOR,MAR,MEX,MYS,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,RUS,SGP,SWE,SWZ,TAW,THA,TUR,USA,ZAF
0.258037,0.095846,0.040547,-0.034348,0.109519,0.095754,0.070535,0.222934,0.241964,0.045458,0.061937,0.069116,-0.019179,0.003635,-0.007694,0.025006,0.036087,0.052797,0.19913,0.052597,0.333644,-0.134515,0.025874,0.006103,-0.0315,0.040366,0.23562,-0.030764,0.11065,0.328488,0.060567,0.075559,0.144766,0.015615,0.124735,0.21472,0.119308,-0.065922,0.151417,0.212275,0.054084,-0.003339,0.083663,0.358956,0.113746,0.034529,0.112166
-0.045406,-0.087553,-0.134916,-0.058739,-0.041945,-0.029037,-0.034766,-0.013059,-0.032333,0.209302,-0.063751,-0.029245,-0.010173,-0.004627,-0.055879,-0.024419,-0.058961,0.037706,-0.085872,0.056424,0.187553,0.171216,-0.123475,0.031427,-0.05625,-0.058532,0.001965,-0.057819,-0.028692,0.108513,-0.060224,-0.058664,-0.184732,0.065241,-0.013636,-0.054489,0.00773,0.019369,0.042052,0.013971,-0.022634,-0.052605,-0.042744,-0.043034,-0.118212,-0.024584,-0.11368
-0.044143,0.046803,0.042457,0.01018,0.039422,0.03972,0.055721,0.381832,-0.264766,-0.015812,0.053125,0.010137,0.068581,0.003871,0.147203,0.028812,0.000583,-0.013053,0.08915,-0.044047,0.269888,0.03419,-0.024596,0.031608,-0.02429,0.08996,0.259629,0.032125,0.082241,0.099738,0.001635,-0.01886,0.029753,-0.171626,0.010385,0.031632,0.11555,-0.057146,0.164209,0.145925,0.090952,-0.017279,0.198962,0.160885,-0.053123,0.051403,0.138554
-0.060284,-0.00248,0.004485,0.009086,-0.106177,0.006105,-0.002523,-0.133413,-0.074795,0.107116,-0.017141,0.066819,-0.016593,-0.045923,0.015691,0.004471,0.012961,0.077562,-0.034982,0.132905,-0.148582,0.102788,0.039212,-0.030955,-0.033893,0.094705,0.039235,0.040015,-0.101452,-0.04829,0.030398,0.040794,0.036704,0.205594,-0.01086,-0.101878,0.022882,0.021506,-0.032697,0.01284,0.038535,0.037902,-0.131982,-0.136053,0.120113,-0.033985,-0.033613
0.042454,-0.05979,0.000206,0.047827,-0.039813,-0.017417,-0.017227,-0.008872,-0.077243,-0.044238,0.016201,0.002165,-0.059433,0.023451,-0.03624,0.034868,-0.005968,0.145192,0.006808,-0.018804,-0.162901,0.085744,-0.016938,-0.094222,0.020728,-0.007495,0.01881,0.022979,-0.033312,0.154109,0.021707,0.038003,-0.041513,-0.050262,-0.044587,-0.099133,-0.023159,-0.029758,-0.16787,-0.003997,-0.005528,-0.0019,0.115832,-0.031639,-0.186269,-0.007404,-0.013495
0.030862,0.002105,-0.055514,-0.032291,0.043615,0.027404,-0.043884,-0.042285,-0.009103,0.006234,-0.014556,0.029068,0.056283,-0.015554,0.056464,0.009421,-0.018488,0.063915,-0.043225,-0.120302,-0.123192,-0.000631,-0.044263,0.022698,0.019032,0.058459,-0.159694,-0.013262,-0.013326,-0.140872,-0.038281,0.020124,-0.077404,-0.007769,0.050493,-0.069945,-0.241273,-0.018773,-0.176941,-0.017516,-0.007407,-0.003129,-0.068185,-0.218979,0.141789,-0.031191,0.009268
-0.003594,-0.025383,-0.013615,-0.00593,0.033492,0.064091,-0.038053,-0.086533,0.023785,-0.031689,0.051773,0.012033,0.088267,0.01039,0.180533,0.052883,0.02667,-0.05371,0.048694,0.036116,0.295543,-0.073398,-0.027419,0.050638,-0.032438,0.041541,0.012166,-0.012433,0.051456,0.122266,0.032588,-0.051272,0.015205,-0.011491,-0.06257,0.016622,0.031622,0.017173,0.155325,0.049966,0.107789,0.017322,0.033666,0.130059,0.060778,0.062358,0.040839
-0.004705,0.049859,-0.047149,-0.031332,0.1721,0.038501,0.090325,-0.019262,0.131714,-0.060242,0.026507,0.032898,0.114997,0.081591,0.190108,0.03176,0.010194,0.012104,0.119983,0.031515,-0.131679,0.060561,0.010926,0.111137,0.022435,0.04156,0.197416,-0.036899,0.131345,-0.011848,-0.007588,0.023299,0.024876,0.039886,0.033689,-0.0478,0.037646,0.00772,0.139969,0.058786,0.101186,-0.008412,0.010162,0.044571,0.205811,0.020235,0.047496
0.048587,0.05319,0.067209,0.064969,0.225844,0.134481,0.083722,-0.078257,0.015547,0.021899,0.157364,0.056322,0.155518,0.054834,0.265756,0.10745,0.053616,-0.021249,0.082837,0.140625,0.181716,0.134638,0.016271,0.170949,0.134541,0.059813,-0.030181,-0.019984,0.131425,0.104028,0.089181,0.097795,0.079808,0.130309,0.011639,0.09058,0.173938,0.096651,0.477059,0.112784,0.168884,0.020258,0.106704,0.137368,0.544089,0.066498,0.124814
0.047117,-0.038411,-0.093127,-0.208445,-0.057663,0.002193,0.045867,-0.044633,0.117381,0.121629,-0.03612,-0.056046,0.096263,-0.081873,0.000405,-0.069097,-0.098143,-0.11289,-0.081081,0.068642,-0.132807,0.102148,-0.058203,0.003184,-0.053665,-0.044675,0.010703,-0.037881,-0.107151,0.138105,-0.12832,-0.084599,-0.132024,0.236192,0.104686,-0.091573,0.037368,-0.012426,-0.086235,-0.143575,0.006665,-0.117147,0.151436,-0.02863,0.047416,-0.056011,-0.027538
0.124986,-0.025542,-0.049133,-0.045644,0.040631,0.057149,-0.030565,-0.202824,-0.166981,0.129644,0.098613,0.035176,-0.097094,0.094308,0.081848,0.08527,-0.034248,0.024644,0.055084,0.090591,-0.097519,0.168163,-0.027606,0.238593,0.114543,-0.026665,-0.15536,-0.078637,0.128183,0.070709,0.060751,-0.00013,-0.047548,0.06109,0.080301,-0.17446,0.140467,0.107545,-0.026422,-0.095072,0.205488,-0.023275,-0.043636,-0.259728,-0.048902,-0.025049,-0.028075
-0.111201,-0.010465,0.023462,0.000187,0.036167,0.084832,-0.004776,0.019982,-0.023724,0.010006,-0.016967,0.087579,-0.020141,-0.002759,0.026528,0.010281,0.069078,-0.062151,0.024441,-0.034979,-0.009118,-0.108311,0.063323,-0.100267,-0.066077,0.078847,0.109184,0.024038,0.023114,-0.009328,0.027749,0.006548,0.03482,0.048842,-0.105161,-0.011716,-0.004022,-0.080635,0.318894,0.000284,-0.050875,0.076979,0.038106,0.096595,-0.063582,0.094246,-0.052156
-0.095191,-0.029018,-0.055135,-0.030347,-0.14334,-0.038171,-0.074933,0.084457,-0.069822,-0.123062,-0.091337,-0.096318,-0.127483,-0.075869,0.028424,-0.034063,-0.044634,-0.176282,-0.100596,-0.203192,-0.141926,-0.174966,-0.096429,-0.028434,-0.068849,-0.078577,-0.12203,-0.095369,-0.116874,-0.081458,-0.035063,-0.062249,-0.012389,-0.052114,-0.051518,-0.07654,-0.168468,-0.092351,-0.020973,0.057491,-0.010896,-0.03564,-0.121453,-0.0656,0.220808,-0.033811,-0.097975
-0.066979,-0.037921,0.033337,0.035111,-0.015955,-0.019793,0.014399,0.007987,-0.177026,-0.021464,-0.032444,0.064842,0.011148,-0.031237,-0.095888,0.02594,-0.036336,0.100026,-0.123841,0.018986,-0.307863,-0.127315,-0.056648,0.03973,0.041566,-0.052667,-0.015523,0.057177,-0.11076,0.029589,0.025442,0.038998,-0.099127,-0.241902,-0.108212,-0.102586,-0.003111,-0.007367,-0.163229,-0.207986,-0.045798,0.052734,0.020449,-0.235582,-0.146467,-0.027757,-0.029163
0.059491,0.131844,0.031873,0.063384,0.114721,0.117688,-0.038357,0.12349,-0.128219,-0.065984,-0.003882,-0.001979,-0.151109,0.026303,-0.020182,0.036533,0.007291,-0.0845,0.072517,-0.032937,0.109945,0.09578,-0.029159,0.068589,0.064446,0.066076,0.129873,0.015223,0.114917,-0.111423,0.052888,0.07819,0.054081,-0.033735,0.027876,0.008412,0.009637,0.05521,-0.084431,0.125689,-0.01696,0.036932,-0.077663,0.039914,-0.126294,0.022778,0.058682
-0.045432,-0.06451,-0.001687,0.009833,-0.011164,0.029231,-0.045161,-0.019155,0.129967,0.076989,-0.004706,0.020138,-0.107774,-0.027556,-0.132841,-0.016972,0.005008,-0.044581,0.063439,-0.053481,-0.06828,-0.116166,-0.065095,0.01185,-0.044138,-0.122798,-0.175388,-0.108392,-0.02408,-0.049427,-0.045565,-0.011774,-0.028758,-0.0031,-0.047891,-0.155621,-0.047808,-0.023422,0.112598,-0.000525,-0.036739,0.002414,-0.026286,-0.252182,-0.070689,-0.019001,-0.022417
-0.033561,0.008729,-0.029591,-0.018687,0.022397,0.083618,0.015969,-0.041602,-0.150172,-0.106452,-0.048016,0.05586,-0.028022,-0.020782,-0.026331,-0.025298,0.008817,-0.17373,0.007152,-0.088638,0.010831,0.043217,0.004328,0.132716,-0.01439,0.062301,-0.032474,0.035718,0.045737,-0.009757,-0.002742,0.057064,-0.078564,-0.047424,0.026068,0.078998,-0.051561,-0.03756,0.175057,0.032669,-0.012824,-0.023522,-0.06598,0.129502,-0.09301,0.04977,0.098342
-0.041767,-0.046733,0.003611,-0.043178,-0.066658,-0.10719,-0.023086,-0.133081,-0.002837,-0.084206,-0.054664,-0.019791,-0.110289,0.009041,-0.091849,-0.066449,-0.029599,0.131999,-0.087371,-0.059366,-0.148691,-0.115717,0.070974,0.026197,-0.061217,-0.051416,-0.132888,-0.015163,-0.082438,-0.128674,-0.040517,-0.021981,-0.10955,-0.045192,-0.112017,-0.080473,-0.124479,-0.016369,-0.198939,-0.089663,-0.140649,-0.057459,-0.175288,-0.219189,-0.177356,-0.056857,-0.066314
-0.074323,-0.068354,-0.057347,-0.016342,-0.081563,-0.092233,-0.041895,-0.048198,0.005955,0.004565,0.006288,-0.047428,-0.097579,-0.07727,-0.00581,-0.024806,0.005269,-0.125538,-0.071566,-0.05457,-0.130505,-0.090601,0.00148,-0.12898,0.022213,-0.060226,-0.209605,-0.05174,0.020916,0.062568,-0.009348,-0.028311,-0.082854,-0.039231,-0.060483,-0.188331,-0.115388,-0.103372,-0.063151,-0.00195,-0.070461,0.007836,-0.138874,-0.03325,0.157948,-0.008092,-0.086591
-0.099893,0.020186,-0.040272,-0.03649,-0.119314,-0.094781,-0.004044,-0.14303,-0.015282,-0.197566,-0.077394,-0.05136,0.057002,-0.076399,0.012422,-0.048241,-0.062463,-0.141377,-0.038035,-0.195786,0.022705,0.069938,-0.027908,-0.145446,0.017993,-0.042938,-0.067831,-0.043192,-0.107609,-0.026026,-0.009512,-0.038149,0.055762,-0.193482,-0.078279,0.101326,0.092486,0.005179,-0.351691,-0.019798,-0.104327,0.040257,-0.080221,0.040158,-0.412173,-0.0833,-0.072428
0.034568,0.032956,0.089844,0.084853,0.128599,0.020704,0.000531,0.008163,-0.050049,0.262983,0.080491,0.035552,-0.037899,0.079862,0.064189,0.075119,0.06434,0.110655,0.09378,0.220982,-0.102074,-0.005224,0.066348,0.103372,0.020225,-0.063264,-0.038781,0.025722,-0.026202,-0.074247,0.048599,0.042065,-0.004901,0.167748,0.013709,0.089518,0.187876,0.075818,0.026305,0.004865,0.029711,0.08753,-0.084731,-0.04896,0.093064,-0.002583,0.107435
0.256424,0.039596,0.029129,-0.026466,0.110536,0.047164,0.081688,0.135369,0.145958,0.063972,0.036633,0.110932,0.032214,0.086819,-0.186713,0.001945,-0.01693,-0.042705,0.028656,0.053625,0.098051,0.084236,0.015382,-0.005238,0.017311,-0.012022,0.242634,-0.047217,0.14047,0.075361,-0.006778,0.017525,0.091703,-0.057908,0.11193,0.17136,-0.012254,0.060963,0.177424,0.000637,0.074887,-0.021403,0.256416,0.26909,0.142866,0.035014,0.057934
-0.210446,-0.049231,0.062949,0.001177,-0.109075,-0.174448,-0.079419,-0.095654,0.024519,-0.105642,-0.086102,-0.09479,-0.124348,-0.058321,-0.382302,-0.118834,-0.071792,-0.052102,-0.02311,-0.198318,-0.01167,-0.037063,-0.012613,-0.156521,-0.105845,-0.046117,-0.076961,0.103916,-0.074181,-0.023673,-0.067173,-0.016575,-0.062032,-0.052235,0.002557,-0.052805,-0.126408,-0.063125,-0.087602,-0.023633,-0.177619,-0.068324,-0.075246,-0.038568,-0.531772,-0.094913,0.002608
0.017417,-0.116146,-0.050527,-0.0944,-0.129672,-0.097625,-0.030779,-0.177484,-0.13565,-0.102738,-0.111002,-0.106003,-0.088874,-0.057348,0.011203,-0.072162,-0.050957,-0.058219,-0.115642,-0.122661,-0.206585,-0.195293,-0.08147,-0.20937,-0.06505,-0.033347,-0.158782,-0.047412,-0.036448,-0.093416,-0.095509,-0.082389,-0.000465,-0.088071,-0.008317,-0.132347,-0.078725,-0.095501,-0.00781,-0.184813,-0.254571,-0.106091,-0.015519,-0.19026,-0.200086,-0.066827,-0.159863
-0.027522,0.110916,0.0231,-0.013234,0.038235,0.068465,0.049851,0.095582,0.013933,-0.008041,0.062995,0.018562,0.036409,0.045922,0.280432,0.086078,0.059516,0.081288,-0.005567,0.053974,-0.177508,-0.023021,0.039526,0.126604,0.04869,0.065549,0.130967,-0.077119,0.089258,-0.110138,0.065308,0.066477,0.093815,0.035177,-0.093997,-0.038331,0.048423,-0.00241,0.086818,0.009397,0.128939,0.020099,-0.07322,0.014916,0.368921,0.074128,0.109078
0.010368,0.005144,-0.081251,-0.062546,-0.055341,0.017155,0.06968,0.019126,0.220105,0.04079,-0.071858,-0.00185,0.048506,-0.069957,-0.120244,-0.073197,-0.035831,-0.125926,-0.018745,0.023903,0.20654,0.035937,0.031516,-0.049814,-0.095965,-0.002428,0.073003,-0.036691,0.075774,-0.025908,-0.047762,-0.019999,-0.103178,-0.041433,0.066768,0.017791,0.017627,-0.111125,0.157977,-0.049963,-0.057165,-0.013809,-0.072207,0.0083,-0.14118,0.004489,0.055998
-0.068072,0.027865,-0.024124,0.023843,-0.019008,-0.040813,-0.068292,0.031859,0.029336,-0.040062,-0.00791,-0.017466,-0.091231,-0.074328,-0.211968,-0.042094,-0.036001,-0.135059,-0.055658,-0.038821,0.046974,-0.056683,0.028027,-0.011025,-0.051265,-0.061545,-0.058099,-0.043784,0.013617,0.035316,-0.023959,-0.035481,0.015682,-0.046044,0.069831,-0.009037,-0.146873,-0.072131,-0.016967,0.015123,-0.057203,-0.041218,-0.036163,0.022409,-0.060704,-0.023806,-0.039593
-0.236901,-0.052973,0.069934,0.063706,-0.079227,-0.005164,-0.048821,-0.145553,-0.033609,-0.073117,0.003718,0.033742,-0.115564,-0.010761,-0.022862,0.004483,0.000556,0.001421,-0.00244,-0.020169,0.187078,-0.038424,-0.022942,-0.002128,0.021164,-0.077456,-0.074953,-0.045963,-0.034324,0.119644,-0.008671,-0.009667,0.034141,-0.13145,-0.030219,-0.045329,-0.125727,0.03632,-0.104235,-0.013878,0.008764,-0.009691,-0.116354,-0.108523,-0.166404,-0.010373,-0.125721
0.002112,0.002549,0.004849,0.019735,-0.092042,-0.057319,0.035716,-0.244312,0.01954,-0.022401,-0.073935,-0.056293,0.015569,0.017137,-0.255047,-0.034788,-0.014423,0.056083,-0.076093,-0.034639,0.045271,-0.018906,-0.023374,-0.114477,-0.01031,-0.025378,0.032429,0.079629,-0.026377,0.048044,-0.01128,-0.014599,0.033685,0.028418,0.049764,-0.049014,-0.04773,-0.034909,0.04917,0.007207,-0.058148,-0.003726,0.035062,0.178754,-0.04063,-0.070291,0.041053
-0.269985,-0.13825,-0.098979,-0.10044,-0.183272,-0.099496,-0.194755,-0.041127,-0.107728,-0.091418,-0.177279,-0.092331,-0.107905,-0.120933,-0.006699,-0.124302,-0.070041,-0.217619,-0.169017,-0.017488,-0.217923,-0.15133,-0.131251,-0.206836,-0.148233,-0.101127,-0.177341,-0.035339,-0.171854,-0.11387,-0.143553,-0.161106,-0.188766,-0.173017,-0.023786,-0.085416,-0.105073,-0.003169,-0.161151,-0.230827,-0.175957,-0.047252,-0.244767,-0.200353,-0.375039,-0.080587,-0.172583
-0.107853,0.083195,-0.071118,-0.034217,0.053565,0.000326,0.005252,0.024497,-0.073947,0.157051,0.043036,0.019851,-0.029116,0.041862,0.225788,0.04892,0.01817,0.096676,0.030459,0.112966,-0.107426,0.06422,0.018428,0.083939,0.031399,-0.00198,0.14564,-0.064397,0.060382,-0.029673,0.003103,0.013618,0.069035,0.316823,-0.050935,-0.134037,0.225572,0.034374,0.117687,0.008892,0.073395,0.00223,0.100597,-0.041521,0.190522,0.013467,0.018443
-0.040733,0.070534,0.048174,0.031815,0.090735,0.086695,0.089934,0.092754,0.129336,0.053785,0.084138,0.01093,-0.089649,0.064599,0.095102,0.029052,0.019536,0.057769,0.119242,0.057472,-0.038505,0.097074,0.046734,0.104657,0.018117,0.010833,0.225711,0.039683,0.033954,0.058689,0.042963,0.046969,0.092361,-0.06239,0.005086,0.100957,0.022277,-0.009485,0.116597,0.07264,0.136597,0.021542,0.128447,0.135169,0.211381,0.072689,0.026346
0.424723,0.01095,0.010577,0.051465,0.12907,0.014082,0.028531,0.003351,0.083525,0.085485,0.030086,0.001045,-0.067353,-0.001482,0.077851,0.031232,0.022982,-0.037844,0.049622,0.019623,0.060472,0.001319,0.04987,0.050351,0.012863,-0.070041,0.073987,-0.011567,0.077561,0.081937,0.025089,0.046787,-0.021232,-0.158598,0.043388,0.036755,-0.009285,-0.001239,0.098486,0.101259,0.027538,0.019984,0.19703,-0.020791,0.190681,0.005135,-0.040282
-0.254576,0.002682,0.003526,-0.055533,-0.071739,-0.008256,-0.051212,-0.098937,0.089908,0.033198,-0.047805,-0.054663,-0.104756,-0.083881,-0.088314,-0.065751,-0.043584,-0.038699,-0.017894,0.107333,0.199961,0.017075,-0.14802,-0.050851,-0.03614,-0.081578,0.072531,-0.069853,0.083649,0.051224,-0.039775,-0.03896,0.04265,0.272197,0.084062,0.155408,0.121438,-0.06727,0.087413,0.113871,-0.100099,-0.057102,0.045645,0.173429,0.067069,-0.015247,0.042123
-0.146413,0.003493,0.028777,-0.010822,0.133068,-0.011628,0.004517,0.008013,-0.136471,-0.025617,-0.01328,0.023711,0.092264,0.014098,-0.050212,0.008487,-0.009059,-0.10689,-0.040156,-0.036908,0.011747,0.059143,-0.096318,-0.129842,-0.002308,0.040502,0.094264,-0.011364,-0.025823,-0.016955,0.002721,0.037043,-0.025998,0.128425,0.057067,0.025052,-0.076447,-0.021178,-0.079458,-0.039626,0.021099,0.028466,-0.048656,0.077064,-0.223534,-0.021324,0.050817
-0.228252,0.029416,0.065997,0.02338,-0.012176,0.033534,0.034194,0.053806,0.03701,0.078681,0.0763,0.029537,0.054265,0.02039,-0.00208,0.05158,0.040044,-0.020815,0.053791,0.035915,0.11477,-0.009932,0.061977,0.000758,0.061663,0.052077,0.083308,0.002285,0.099789,0.077925,0.083418,0.080358,0.033277,-0.000416,0.034521,0.005965,-0.011811,0.048792,0.159336,0.049218,0.037511,0.059683,0.085877,-0.007124,0.094332,0.03577,0.008846
-0.134445,-0.013103,0.069172,0.041367,-0.015238,-0.008416,-0.00914,0.038073,0.031597,0.095252,-0.033117,-0.041197,-0.07099,0.024609,-0.191911,-0.016821,0.001643,-0.014674,0.049872,0.101664,0.170573,-0.042679,0.016114,-0.192419,0.002878,0.056575,-0.000115,-0.023387,-0.019473,0.051779,-0.009719,-0.000784,0.001564,-0.008571,-0.013836,-0.088455,0.028876,-0.001555,0.086689,-0.031537,-0.116938,0.023736,-0.022428,-0.01207,-0.027596,-0.067926,0.081813
-0.350539,0.059647,-0.006899,0.008199,-0.080034,0.020047,-0.064311,0.007906,0.028821,0.044562,-0.017113,0.022385,-0.003112,0.004433,-0.071192,-0.003966,-0.018843,0.081252,-0.050207,-0.042117,0.068673,-0.066478,0.04814,0.048386,-0.032093,0.060432,0.002418,0.001604,-0.089268,-0.072466,-0.000975,0.012764,0.114391,-0.175834,0.051733,-0.050957,0.027979,0.007448,0.006484,-0.025058,-0.014759,0.035458,-0.040649,0.120446,-0.167334,-0.009036,0.095581
0.071977,-0.054555,0.011459,-0.024164,-0.20457,-0.060203,-0.102128,-0.034759,0.017814,-0.020214,-0.031875,0.012043,-0.028468,-0.096643,0.013105,-0.032233,-0.044969,0.015274,-0.062391,-0.089903,-0.064891,0.028424,-0.060725,-0.043608,-0.005221,-0.053671,-0.039445,-0.013264,-0.109905,-0.015039,-0.031292,-0.028956,-0.022062,0.071373,-0.106687,-0.142181,-0.151574,-0.018801,-0.109115,-0.065824,-0.026251,-0.040613,-0.090919,-0.056531,-0.238381,-0.080627,-0.107282
0.059468,-0.077898,-0.100958,-0.146527,-0.344513,-0.120367,-0.020677,-0.047902,-0.113139,0.065794,-0.180834,-0.13645,-0.005998,-0.116811,-0.15552,-0.145437,-0.071311,-0.085326,-0.042229,-0.026426,-0.102337,-0.080957,-0.130174,0.032262,-0.106772,-0.072021,-0.027403,-0.05682,-0.073954,-0.004271,-0.195788,-0.106416,-0.082537,0.040002,-0.094191,-0.034131,-0.139714,-0.131088,-0.10509,-0.021185,-0.158123,-0.128083,-0.069016,-0.056874,0.030044,-0.075741,-0.173124
0.03694,0.020397,-0.001085,0.006649,0.205052,0.011137,-0.018241,-0.019678,-0.003537,-0.005786,0.004327,0.031638,-0.008361,0.041867,0.040099,-0.015996,-0.016552,0.004031,-0.054372,0.09512,-0.034694,0.057204,0.043186,0.001958,0.013887,-0.010786,0.004143,0.031056,0.024865,-0.010895,0.00888,-0.018567,0.050984,0.160327,0.089001,-0.03947,0.077012,0.000159,0.032123,-0.006135,-0.00534,-0.001341,-0.05145,-0.037802,-0.059474,0.003181,0.030963
-0.029929,-0.061885,-0.061258,-0.181532,-0.360759,-0.085811,-0.143512,-0.089118,0.045014,0.010718,-0.279071,-0.144786,0.019722,-0.176569,-0.040748,-0.16648,-0.111216,-0.146919,-0.078129,-0.063487,-0.067106,-0.05084,-0.149714,-0.083125,-0.148315,-0.04864,-0.152968,-0.053018,-0.116525,-0.109298,-0.196203,-0.137953,-0.014908,-0.034304,-0.061398,0.014104,-0.073266,-0.215136,-0.007448,-0.124008,-0.185303,-0.068033,-0.164227,-0.095741,-0.090189,-0.121278,-0.006675
0.081095,0.050696,0.014663,0.082148,0.24978,0.028738,0.054518,0.004436,0.140645,-0.026227,0.13086,0.027043,-0.036874,0.136065,0.199915,0.122159,0.074012,-0.041416,0.0332,0.036447,-0.193135,-0.004368,0.116507,0.025688,0.079671,-0.072255,0.049909,-0.021087,0.062988,0.039815,0.121549,0.048922,0.064533,0.127917,0.052842,-0.122608,0.166471,0.103215,0.07924,0.091477,0.149416,0.033374,0.104366,0.084887,0.148653,0.085502,0.038925
0.043338,0.02195,-0.002432,0.040739,0.00092,0.055647,0.049741,0.040294,0.017947,0.107772,0.055115,0.0398,-0.010899,0.094799,0.124188,0.041386,0.027204,0.026239,0.055867,0.101335,0.112385,0.098808,0.039207,0.124806,0.088989,0.039174,0.120113,0.041406,0.046191,-0.043422,0.057225,0.081116,-0.015878,0.011113,0.075455,-0.031539,0.024895,0.120831,-0.00155,-0.054748,0.13462,0.024707,0.020856,0.03613,0.343077,0.056705,0.091818
0.13811,-0.019188,0.113234,0.027903,0.088,-0.009731,0.022083,-0.038511,0.012067,-0.01553,-0.079857,0.004212,0.046644,-0.047236,-0.151719,-0.028055,-0.023015,-0.003052,-0.078418,0.034739,0.106895,0.052204,-0.069676,-0.11308,-0.021633,-0.025879,-0.135109,0.036519,-0.045516,0.024682,-0.055289,-0.023084,0.036528,0.207007,0.068677,-0.054781,0.001026,0.006405,-0.018753,-0.026707,-0.113705,-0.026208,-0.062132,-0.008098,-0.330681,-0.064015,0.055334
0.080886,0.017793,0.019783,-0.05705,-0.042332,0.026491,-0.023886,0.046705,-0.033294,0.029762,-0.027398,-0.044875,0.064281,0.006189,-0.105457,-0.034014,-0.07383,-0.008426,0.005655,-0.038418,-0.133024,-0.042284,0.02814,-0.009512,-0.015265,-0.041447,-0.044478,0.047822,-0.054196,0.03796,-0.064726,-0.058438,0.041299,-0.087031,0.060054,0.041686,-0.049601,-0.016328,-0.055366,-0.044735,-0.013852,-0.034761,0.114602,0.069475,0.072132,-0.025775,-0.038415
0.106438,-0.017122,0.014446,-0.121573,-0.041584,0.032717,0.00319,-0.022071,-0.017303,0.018395,-0.072223,-0.046235,-0.092095,0.011964,-0.038017,-0.050248,-0.021681,-0.049862,-0.012921,-0.018431,0.037542,0.013982,-0.037685,0.004502,0.030602,0.005637,-0.06516,0.049575,-0.023559,-0.028874,-0.076728,-0.104105,-0.007248,-0.054375,-0.015576,-0.066481,-0.037597,-0.081828,0.097369,-0.010402,-0.006182,-0.054406,-0.12835,-0.030594,0.082401,-0.017327,0.007048
-0.012796,0.029426,0.015848,-0.011079,0.120468,-0.015124,0.021864,-0.03971,0.015227,0.034543,-0.038574,0.074565,-0.030145,-0.008218,0.005314,-0.037882,-0.008446,-0.105262,-0.058913,0.027813,0.010989,-0.077563,0.047236,0.072946,-0.082162,-0.050974,-0.10228,-0.040715,0.011932,-0.023067,-0.031118,0.005669,0.009862,0.113378,-0.020563,0.024551,-0.058092,0.030834,-0.065057,-0.015072,-0.025096,-0.009247,-0.014833,0.024761,-0.285539,0.007917,-0.063277
0.115559,0.075904,0.071381,0.161604,0.181961,0.060837,0.182823,-0.014206,0.07377,0.066906,0.202033,0.114705,0.130548,0.130333,0.176829,0.14238,0.095737,0.186719,-0.008434,0.123163,0.180119,-0.047204,0.104254,0.137636,0.126432,-0.007919,0.132788,0.079859,0.13632,-0.011175,0.108524,0.135222,0.050541,0.013144,0.050852,0.066693,0.102381,0.052862,0.19119,0.003599,0.168282,0.10002,-0.028136,0.015144,0.281503,0.079025,0.048448
-0.007338,0.031034,0.039032,0.070515,0.021554,0.080554,0.022686,0.112511,0.149101,0.125729,0.055372,0.06653,0.109244,0.045123,0.047473,0.058769,0.056477,0.056667,0.068031,0.050322,0.158479,0.074875,0.032512,0.107299,0.099516,0.046932,0.059162,0.060701,0.02043,0.064193,0.056077,0.082048,0.081933,0.043355,0.05837,-0.0182,0.085581,0.094057,0.118856,0.07995,0.039445,0.05835,0.099146,0.116154,0.079902,0.050502,0.030924
0.115241,0.033183,0.031156,-0.008181,0.001008,0.024183,0.022909,0.059745,0.021048,-0.09935,0.046193,-0.004283,0.036843,0.031027,-0.056644,0.009787,0.00673,0.091236,0.012914,-0.17013,0.025518,0.130559,-0.01803,0.08928,-0.032624,0.070894,0.076038,0.041028,0.03552,0.035228,0.007609,-0.000226,0.055584,0.064808,-0.00437,0.151968,-0.000728,-0.009001,0.074351,0.055497,0.006638,-0.001331,0.068907,0.100419,-0.019226,0.010898,0.038537
-0.050213,-0.003378,-0.008564,0.022777,0.051387,0.002529,0.073691,0.093281,0.018924,0.031131,0.05753,-0.020438,-0.073974,0.008799,-0.02843,0.017348,0.004709,0.115154,0.061507,0.041351,-0.062888,0.059436,0.000277,-0.052652,-0.002566,0.039756,0.102629,-0.026049,0.041981,0.043014,0.037973,0.061203,-0.036592,0.125703,0.059198,-0.003636,0.11039,-0.032926,-0.078048,0.070619,0.062,0.038637,0.108408,0.025767,-0.02412,0.017039,0.064558
-0.020679,0.020665,-0.004798,-0.016762,0.095321,0.049288,0.045216,0.062166,-0.006554,0.066895,-0.016858,0.084539,0.103019,-0.016737,0.060981,0.007295,-0.013832,0.003727,0.112019,0.101113,0.017886,0.115278,0.012462,0.013284,-0.032928,0.100051,0.056026,0.021005,-0.016977,0.027494,0.015258,0.017153,0.014371,0.108155,0.050857,-0.054968,0.127464,0.024408,0.129736,0.033276,0.016931,-0.009171,0.081042,0.097643,0.123232,0.016987,0.058496
